timestamp,pid,value,device_serial,device_number,entry_time
1549934973000.0000000000,16,0E-10,A01BBE,5,1549934973000
1549934973015.6201171875,16,0E-10,A01BBE,5,1549934973000
1549934973031.2500000000,16,0E-10,A01BBE,5,1549934973000
1549934973046.8798828125,16,0E-10,A01BBE,5,1549934973000
1549934973062.5000000000,16,0E-10,A01BBE,5,1549934973000
1549934973078.1201171875,16,0E-10,A01BBE,5,1549934973000
1549934973093.7500000000,16,0E-10,A01BBE,5,1549934973000
1549934973109.3798828125,16,0E-10,A01BBE,5,1549934973000
1549934973125.0000000000,16,0E-10,A01BBE,5,1549934973000
1549934973140.6201171875,16,0E-10,A01BBE,5,1549934973000
1549934973156.2500000000,16,0E-10,A01BBE,5,1549934973000
1549934973171.8798828125,16,0.0100000000,A01BBE,5,1549934973000
1549934973187.5000000000,16,0.0100000000,A01BBE,5,1549934973000
1549934973203.1201171875,16,0E-10,A01BBE,5,1549934973000
1549934973218.7500000000,16,-0.0300000000,A01BBE,5,1549934973000
1549934973234.3798828125,16,-0.0500000000,A01BBE,5,1549934973000
1549934973250.0000000000,16,-0.0500000000,A01BBE,5,1549934973000
1549934973265.6201171875,16,0E-10,A01BBE,5,1549934973000
1549934973281.2500000000,16,0.1300000000,A01BBE,5,1549934973000
1549934973296.8798828125,16,0.3600000000,A01BBE,5,1549934973000
1549934973312.5000000000,16,0.6600000000,A01BBE,5,1549934973000
1549934973328.1201171875,16,1.0100000000,A01BBE,5,1549934973000
1549934973343.7500000000,16,1.3700000000,A01BBE,5,1549934973000
1549934973359.3798828125,16,1.7200000000,A01BBE,5,1549934973000
1549934973375.0000000000,16,2.0600000000,A01BBE,5,1549934973000
1549934973390.6201171875,16,2.4000000000,A01BBE,5,1549934973000
1549934973406.2500000000,16,2.7900000000,A01BBE,5,1549934973000
1549934973421.8798828125,16,3.2400000000,A01BBE,5,1549934973000
1549934973437.5000000000,16,3.8000000000,A01BBE,5,1549934973000
1549934973453.1201171875,16,4.4200000000,A01BBE,5,1549934973000
1549934973468.7500000000,16,5.0600000000,A01BBE,5,1549934973000
1549934973484.3798828125,16,5.6600000000,A01BBE,5,1549934973000
1549934973500.0000000000,16,6.2000000000,A01BBE,5,1549934973000
1549934973515.6201171875,16,6.6800000000,A01BBE,5,1549934973000
1549934973531.2500000000,16,7.1500000000,A01BBE,5,1549934973000
1549934973546.8798828125,16,7.6800000000,A01BBE,5,1549934973000
1549934973562.5000000000,16,8.3100000000,A01BBE,5,1549934973000
1549934973578.1201171875,16,9.1400000000,A01BBE,5,1549934973000
1549934973593.7500000000,16,10.0900000000,A01BBE,5,1549934973000
1549934973609.3798828125,16,11.0400000000,A01BBE,5,1549934973000
1549934973625.0000000000,16,11.8800000000,A01BBE,5,1549934973000
1549934973640.6201171875,16,12.5600000000,A01BBE,5,1549934973000
1549934973656.2500000000,16,13.1400000000,A01BBE,5,1549934973000
1549934973671.8798828125,16,13.7600000000,A01BBE,5,1549934973000
1549934973687.5000000000,16,14.6500000000,A01BBE,5,1549934973000
1549934973703.1201171875,16,15.9600000000,A01BBE,5,1549934973000
1549934973718.7500000000,16,17.9100000000,A01BBE,5,1549934973000
1549934973734.3798828125,16,20.3200000000,A01BBE,5,1549934973000
1549934973750.0000000000,16,22.9000000000,A01BBE,5,1549934973000
1549934973765.6201171875,16,25.3800000000,A01BBE,5,1549934973000
1549934973781.2500000000,16,27.5800000000,A01BBE,5,1549934973000
1549934973796.8798828125,16,29.5700000000,A01BBE,5,1549934973000
1549934973812.5000000000,16,31.6800000000,A01BBE,5,1549934973000
1549934973828.1201171875,16,34.3200000000,A01BBE,5,1549934973000
1549934973843.7500000000,16,37.8100000000,A01BBE,5,1549934973000
1549934973859.3798828125,16,42.5400000000,A01BBE,5,1549934973000
1549934973875.0000000000,16,48.1500000000,A01BBE,5,1549934973000
1549934973890.6201171875,16,54.1000000000,A01BBE,5,1549934973000
1549934973906.2500000000,16,59.8300000000,A01BBE,5,1549934973000
1549934973921.8798828125,16,64.9700000000,A01BBE,5,1549934973000
1549934973937.5000000000,16,69.5800000000,A01BBE,5,1549934973000
1549934973953.1201171875,16,74.1400000000,A01BBE,5,1549934973000
1549934973968.7500000000,16,79.3400000000,A01BBE,5,1549934973000
1549934973984.3798828125,16,85.7100000000,A01BBE,5,1549934973000
1549934974000.0000000000,16,93.7600000000,A01BBE,5,1549934973000
1549934974015.6201171875,16,103.0000000000,A01BBE,5,1549934973000
1549934974031.2500000000,16,112.6200000000,A01BBE,5,1549934973000
1549934974046.8798828125,16,121.7300000000,A01BBE,5,1549934973000
1549934974062.5000000000,16,129.7700000000,A01BBE,5,1549934973000
1549934974078.1201171875,16,136.7500000000,A01BBE,5,1549934973000
1549934974093.7500000000,16,143.3000000000,A01BBE,5,1549934973000
1549934974109.3798828125,16,150.7500000000,A01BBE,5,1549934973000
1549934974125.0000000000,16,157.7700000000,A01BBE,5,1549934973000
1549934974140.6201171875,16,166.6400000000,A01BBE,5,1549934973000
1549934974156.2500000000,16,177.9500000000,A01BBE,5,1549934973000
1549934974171.8798828125,16,191.7900000000,A01BBE,5,1549934973000
1549934974187.5000000000,16,206.9700000000,A01BBE,5,1549934973000
1549934974203.1201171875,16,220.5700000000,A01BBE,5,1549934973000
1549934974218.7500000000,16,228.2500000000,A01BBE,5,1549934973000
1549934974234.3798828125,16,225.3600000000,A01BBE,5,1549934973000
1549934974250.0000000000,16,208.5300000000,A01BBE,5,1549934973000
1549934974265.6201171875,16,176.8700000000,A01BBE,5,1549934973000
1549934974281.2500000000,16,132.7600000000,A01BBE,5,1549934973000
1549934974296.8798828125,16,80.0500000000,A01BBE,5,1549934973000
1549934974312.5000000000,16,23.0700000000,A01BBE,5,1549934973000
1549934974328.1201171875,16,-34.9400000000,A01BBE,5,1549934973000
1549934974343.7500000000,16,-92.4400000000,A01BBE,5,1549934973000
1549934974359.3798828125,16,-149.1600000000,A01BBE,5,1549934973000
1549934974375.0000000000,16,-205.2300000000,A01BBE,5,1549934973000
1549934974390.6201171875,16,-260.3700000000,A01BBE,5,1549934973000
1549934974406.2500000000,16,-313.7400000000,A01BBE,5,1549934973000
1549934974421.8798828125,16,-363.8700000000,A01BBE,5,1549934973000
1549934974437.5000000000,16,-409.8300000000,A01BBE,5,1549934973000
1549934974453.1201171875,16,-450.9100000000,A01BBE,5,1549934973000
1549934974468.7500000000,16,-486.5000000000,A01BBE,5,1549934973000
1549934974484.3798828125,16,-515.7400000000,A01BBE,5,1549934973000
1549934974500.0000000000,16,-537.2300000000,A01BBE,5,1549934973000
1549934974515.6201171875,16,-549.2200000000,A01BBE,5,1549934973000
1549934974531.2500000000,16,-549.9600000000,A01BBE,5,1549934973000
1549934974546.8798828125,16,-538.3700000000,A01BBE,5,1549934973000
1549934974562.5000000000,16,-514.2100000000,A01BBE,5,1549934973000
1549934974578.1201171875,16,-478.6700000000,A01BBE,5,1549934973000
1549934974593.7500000000,16,-433.8800000000,A01BBE,5,1549934973000
1549934974609.3798828125,16,-382.4500000000,A01BBE,5,1549934973000
1549934974625.0000000000,16,-327.0200000000,A01BBE,5,1549934973000
1549934974640.6201171875,16,-269.8400000000,A01BBE,5,1549934973000
1549934974656.2500000000,16,-212.6300000000,A01BBE,5,1549934973000
1549934974671.8798828125,16,-156.6600000000,A01BBE,5,1549934973000
1549934974687.5000000000,16,-102.9500000000,A01BBE,5,1549934973000
1549934974703.1201171875,16,-52.3700000000,A01BBE,5,1549934973000
1549934974718.7500000000,16,-5.9000000000,A01BBE,5,1549934973000
1549934974734.3798828125,16,35.5800000000,A01BBE,5,1549934973000
1549934974750.0000000000,16,71.4300000000,A01BBE,5,1549934973000
1549934974765.6201171875,16,101.3500000000,A01BBE,5,1549934973000
1549934974781.2500000000,16,125.5000000000,A01BBE,5,1549934973000
1549934974796.8798828125,16,144.3800000000,A01BBE,5,1549934973000
1549934974812.5000000000,16,158.6900000000,A01BBE,5,1549934973000
1549934974828.1201171875,16,169.1500000000,A01BBE,5,1549934973000
1549934974843.7500000000,16,176.3700000000,A01BBE,5,1549934973000
1549934974859.3798828125,16,180.7500000000,A01BBE,5,1549934973000
1549934974875.0000000000,16,182.5700000000,A01BBE,5,1549934973000
1549934974890.6201171875,16,182.0700000000,A01BBE,5,1549934973000
1549934974906.2500000000,16,179.5100000000,A01BBE,5,1549934973000
1549934974921.8798828125,16,175.2300000000,A01BBE,5,1549934973000
1549934974937.5000000000,16,169.6500000000,A01BBE,5,1549934973000
1549934974953.1201171875,16,163.1800000000,A01BBE,5,1549934973000
1549934974968.7500000000,16,156.1500000000,A01BBE,5,1549934973000
1549934974984.3798828125,16,148.8100000000,A01BBE,5,1549934973000
1549934975000.0000000000,16,141.3000000000,A01BBE,5,1549934973000
1549934975015.6201171875,16,133.6900000000,A01BBE,5,1549934973000
1549934975031.2500000000,16,126.0200000000,A01BBE,5,1549934973000
1549934975046.8798828125,16,118.3300000000,A01BBE,5,1549934973000
1549934975062.5000000000,16,110.6900000000,A01BBE,5,1549934973000
1549934975078.1201171875,16,103.1600000000,A01BBE,5,1549934973000
1549934975093.7500000000,16,95.8000000000,A01BBE,5,1549934973000
1549934975109.3798828125,16,88.6800000000,A01BBE,5,1549934973000
1549934975125.0000000000,16,81.8300000000,A01BBE,5,1549934973000
1549934975140.6201171875,16,75.2500000000,A01BBE,5,1549934973000
1549934975156.2500000000,16,68.9500000000,A01BBE,5,1549934973000
