timestamp,beats per minute
2025-10-23T06:28:24Z,97.0
2025-10-23T06:28:29Z,94.0
2025-10-23T06:28:40Z,94.0
2025-10-23T06:28:45Z,95.0
2025-10-23T06:28:50Z,94.0
2025-10-23T06:28:55Z,92.0
2025-10-23T06:29:00Z,84.0
2025-10-23T06:29:05Z,76.0
2025-10-23T06:29:10Z,79.0
2025-10-23T06:29:15Z,87.0
2025-10-23T06:29:25Z,85.0
2025-10-23T06:29:30Z,86.0
2025-10-23T06:29:40Z,85.0
2025-10-23T06:29:50Z,86.0
2025-10-23T06:29:55Z,87.0
2025-10-23T06:30:05Z,85.0
2025-10-23T06:30:10Z,84.0
2025-10-23T06:30:15Z,82.0
2025-10-23T06:30:20Z,81.0
2025-10-23T06:30:25Z,83.0
2025-10-23T06:30:30Z,87.0
2025-10-23T06:30:35Z,84.0
2025-10-23T06:30:40Z,81.0
2025-10-23T06:30:45Z,82.0
2025-10-23T06:30:50Z,81.0
2025-10-23T06:30:55Z,83.0
2025-10-23T06:31:00Z,86.0
2025-10-23T06:31:05Z,82.0
2025-10-23T06:31:10Z,82.0
2025-10-23T06:31:25Z,83.0
2025-10-23T06:31:30Z,84.0
2025-10-23T06:31:35Z,79.0
2025-10-23T06:31:40Z,76.0
2025-10-23T06:31:45Z,72.0
2025-10-23T06:31:50Z,71.0
2025-10-23T06:31:55Z,75.0
2025-10-23T06:32:05Z,74.0
2025-10-23T06:32:10Z,71.0
2025-10-23T06:32:15Z,69.0
2025-10-23T06:32:20Z,68.0
2025-10-23T06:32:25Z,67.0
2025-10-23T06:32:30Z,69.0
2025-10-23T06:32:35Z,67.0
2025-10-23T06:32:40Z,68.0
2025-10-23T06:32:50Z,66.0
2025-10-23T06:32:55Z,66.0
2025-10-23T06:33:10Z,66.0
2025-10-23T06:33:25Z,66.0
2025-10-23T06:33:30Z,65.0
2025-10-23T06:33:35Z,64.0
2025-10-23T06:33:45Z,65.0
2025-10-23T06:33:50Z,64.0
2025-10-23T06:33:55Z,65.0
2025-10-23T06:34:05Z,66.0
2025-10-23T06:34:10Z,65.0
2025-10-23T06:34:15Z,65.0
2025-10-23T06:34:25Z,63.0
2025-10-23T06:34:30Z,64.0
2025-10-23T06:34:40Z,65.0
2025-10-23T06:34:55Z,66.0
2025-10-23T06:35:00Z,67.0
2025-10-23T06:35:05Z,69.0
2025-10-23T06:35:10Z,68.0
2025-10-23T06:35:15Z,66.0
2025-10-23T06:35:20Z,67.0
2025-10-23T06:35:35Z,68.0
2025-10-23T06:35:40Z,69.0
2025-10-23T06:35:45Z,70.0
2025-10-23T06:35:50Z,71.0
2025-10-23T06:36:05Z,71.0
2025-10-23T06:36:10Z,70.0
2025-10-23T06:36:25Z,71.0
2025-10-23T06:36:40Z,71.0
2025-10-23T06:36:55Z,71.0
2025-10-23T06:37:00Z,72.0
2025-10-23T06:37:05Z,74.0
2025-10-23T06:37:10Z,75.0
2025-10-23T06:37:15Z,74.0
2025-10-23T06:37:20Z,73.0
2025-10-23T06:37:35Z,73.0
2025-10-23T06:37:40Z,74.0
2025-10-23T06:37:55Z,73.0
2025-10-23T06:38:00Z,72.0
2025-10-23T06:38:05Z,73.0
2025-10-23T06:38:10Z,74.0
2025-10-23T06:38:15Z,75.0
2025-10-23T06:38:20Z,74.0
2025-10-23T06:38:30Z,72.0
2025-10-23T06:38:35Z,70.0
2025-10-23T06:38:50Z,70.0
2025-10-23T06:39:00Z,71.0
2025-10-23T06:39:05Z,73.0
2025-10-23T06:39:10Z,75.0
2025-10-23T06:39:15Z,76.0
2025-10-23T06:39:30Z,76.0
2025-10-23T06:39:35Z,75.0
2025-10-23T06:39:40Z,74.0
2025-10-23T06:39:45Z,71.0
2025-10-23T06:39:55Z,72.0
2025-10-23T06:40:05Z,73.0
2025-10-23T06:40:10Z,73.0
2025-10-23T06:40:15Z,74.0
2025-10-23T06:40:30Z,75.0
2025-10-23T06:40:40Z,76.0
2025-10-23T06:40:55Z,77.0
2025-10-23T06:41:05Z,78.0
2025-10-23T06:41:10Z,77.0
2025-10-23T06:41:15Z,76.0
2025-10-23T06:41:25Z,75.0
2025-10-23T06:41:30Z,74.0
2025-10-23T06:41:40Z,73.0
2025-10-23T06:41:55Z,73.0
2025-10-23T06:42:00Z,72.0
2025-10-23T06:42:15Z,72.0
2025-10-23T06:42:25Z,79.0
2025-10-23T06:42:30Z,81.0
2025-10-23T06:42:35Z,75.0
2025-10-23T06:42:40Z,71.0
2025-10-23T06:42:55Z,71.0
2025-10-23T06:43:05Z,72.0
2025-10-23T06:43:10Z,73.0
2025-10-23T06:43:15Z,73.0
2025-10-23T06:43:25Z,73.0
2025-10-23T06:43:30Z,74.0
2025-10-23T06:43:35Z,73.0
2025-10-23T06:43:40Z,74.0
2025-10-23T06:43:55Z,75.0
2025-10-23T06:44:00Z,76.0
2025-10-23T06:44:05Z,77.0
2025-10-23T06:44:20Z,76.0
2025-10-23T06:44:25Z,72.0
2025-10-23T06:44:30Z,63.0
2025-10-23T06:44:35Z,64.0
2025-10-23T06:44:50Z,64.0
2025-10-23T06:45:00Z,65.0
2025-10-23T06:45:05Z,65.0
2025-10-23T06:45:10Z,66.0
2025-10-23T06:45:15Z,67.0
2025-10-23T06:45:30Z,67.0
2025-10-23T06:45:45Z,67.0
2025-10-23T06:45:55Z,68.0
2025-10-23T06:46:00Z,67.0
2025-10-23T06:46:10Z,64.0
2025-10-23T06:46:15Z,60.0
2025-10-23T06:46:20Z,58.0
2025-10-23T06:46:30Z,57.0
2025-10-23T06:46:40Z,56.0
2025-10-23T06:46:45Z,56.0
2025-10-23T06:46:50Z,55.0
2025-10-23T06:46:55Z,54.0
2025-10-23T06:47:00Z,53.0
2025-10-23T06:47:05Z,52.0
2025-10-23T06:47:10Z,51.0
2025-10-23T06:47:15Z,50.0
2025-10-23T06:47:20Z,49.0
2025-10-23T06:47:35Z,49.0
2025-10-23T06:47:50Z,49.0
2025-10-23T06:48:00Z,50.0
2025-10-23T06:48:05Z,51.0
2025-10-23T06:48:15Z,52.0
2025-10-23T06:48:25Z,52.0
2025-10-23T06:48:40Z,52.0
2025-10-23T06:48:45Z,52.0
2025-10-23T06:49:00Z,53.0
2025-10-23T06:49:05Z,52.0
2025-10-23T06:49:10Z,52.0
2025-10-23T06:49:15Z,53.0
2025-10-23T06:49:20Z,52.0
2025-10-23T06:49:35Z,52.0
2025-10-23T06:49:50Z,51.0
2025-10-23T06:49:55Z,52.0
2025-10-23T06:50:05Z,53.0
2025-10-23T06:50:20Z,54.0
2025-10-23T06:50:30Z,55.0
2025-10-23T06:50:35Z,57.0
2025-10-23T06:50:40Z,59.0
2025-10-23T06:50:45Z,62.0
2025-10-23T06:50:50Z,63.0
2025-10-23T06:51:05Z,64.0
2025-10-23T06:51:10Z,65.0
2025-10-23T06:51:20Z,66.0
2025-10-23T06:51:25Z,67.0
2025-10-23T06:51:35Z,68.0
2025-10-23T06:51:40Z,69.0
2025-10-23T06:51:55Z,69.0
2025-10-23T06:52:10Z,69.0
2025-10-23T06:52:20Z,70.0
2025-10-23T06:52:35Z,71.0
2025-10-23T06:52:40Z,72.0
2025-10-23T06:52:45Z,73.0
2025-10-23T06:52:50Z,72.0
2025-10-23T06:52:55Z,71.0
2025-10-23T06:53:00Z,70.0
2025-10-23T06:53:15Z,70.0
2025-10-23T06:53:25Z,71.0
2025-10-23T06:53:40Z,74.0
2025-10-23T06:53:45Z,77.0
2025-10-23T06:54:00Z,77.0
2025-10-23T06:54:15Z,77.0
2025-10-23T06:54:30Z,77.0
2025-10-23T06:54:45Z,77.0
2025-10-23T06:54:50Z,76.0
2025-10-23T06:55:05Z,76.0
2025-10-23T06:55:15Z,75.0
2025-10-23T06:55:25Z,74.0
2025-10-23T06:55:35Z,75.0
2025-10-23T06:55:50Z,75.0
2025-10-23T06:55:55Z,74.0
2025-10-23T06:56:05Z,73.0
2025-10-23T06:56:18Z,73.0
2025-10-23T06:56:39Z,72.0
2025-10-23T06:56:44Z,70.0
2025-10-23T06:57:04Z,70.0
2025-10-23T06:57:19Z,75.0
2025-10-23T06:57:24Z,83.0
2025-10-23T06:57:39Z,84.0
2025-10-23T06:57:44Z,83.0
2025-10-23T06:57:49Z,80.0
2025-10-23T06:57:54Z,78.0
2025-10-23T06:57:59Z,77.0
2025-10-23T06:58:04Z,76.0
2025-10-23T06:58:09Z,74.0
2025-10-23T06:58:24Z,73.0
2025-10-23T06:58:29Z,71.0
2025-10-23T06:58:34Z,72.0
2025-10-23T06:58:44Z,71.0
2025-10-23T06:58:54Z,70.0
2025-10-23T06:59:04Z,71.0
2025-10-23T06:59:14Z,70.0
2025-10-23T06:59:24Z,69.0
2025-10-23T06:59:34Z,69.0
2025-10-23T06:59:39Z,70.0
2025-10-23T06:59:54Z,70.0
2025-10-23T07:00:04Z,71.0
2025-10-23T07:00:09Z,72.0
2025-10-23T07:00:19Z,71.0
2025-10-23T07:00:29Z,71.0
2025-10-23T07:00:34Z,71.0
2025-10-23T07:00:39Z,71.0
2025-10-23T07:00:44Z,72.0
2025-10-23T07:00:59Z,72.0
2025-10-23T07:01:04Z,71.0
2025-10-23T07:01:19Z,71.0
2025-10-23T07:01:34Z,70.0
2025-10-23T07:01:39Z,71.0
2025-10-23T07:01:44Z,70.0
2025-10-23T07:01:54Z,71.0
2025-10-23T07:01:59Z,72.0
2025-10-23T07:02:04Z,71.0
2025-10-23T07:02:09Z,73.0
2025-10-23T07:02:14Z,74.0
2025-10-23T07:02:24Z,76.0
2025-10-23T07:02:34Z,75.0
2025-10-23T07:02:39Z,74.0
2025-10-23T07:02:54Z,74.0
2025-10-23T07:03:04Z,75.0
2025-10-23T07:03:09Z,76.0
2025-10-23T07:03:19Z,75.0
2025-10-23T07:03:24Z,74.0
2025-10-23T07:03:29Z,73.0
2025-10-23T07:03:44Z,75.0
2025-10-23T07:03:49Z,76.0
2025-10-23T07:03:54Z,78.0
2025-10-23T07:03:59Z,81.0
2025-10-23T07:04:04Z,80.0
2025-10-23T07:04:09Z,81.0
2025-10-23T07:04:14Z,80.0
2025-10-23T07:04:19Z,77.0
2025-10-23T07:04:24Z,72.0
2025-10-23T07:04:39Z,72.0
2025-10-23T07:05:09Z,73.0
2025-10-23T07:05:24Z,73.0
2025-10-23T07:05:39Z,73.0
2025-10-23T07:05:54Z,73.0
2025-10-23T07:06:04Z,72.0
2025-10-23T07:06:14Z,71.0
2025-10-23T07:06:24Z,70.0
2025-10-23T07:06:39Z,70.0
2025-10-23T07:56:10Z,82.0
2025-10-23T07:56:20Z,82.0
2025-10-23T07:56:30Z,81.0
2025-10-23T07:56:35Z,80.0
2025-10-23T07:56:40Z,85.0
2025-10-23T07:56:45Z,83.0
2025-10-23T07:56:50Z,85.0
2025-10-23T07:56:55Z,87.0
2025-10-23T07:57:05Z,79.0
2025-10-23T07:57:10Z,77.0
2025-10-23T07:57:15Z,73.0
2025-10-23T07:57:20Z,71.0
2025-10-23T07:57:25Z,74.0
2025-10-23T12:00:58Z,82.0
2025-10-23T12:01:08Z,82.0
2025-10-23T12:01:13Z,83.0
2025-10-23T12:01:18Z,90.0
2025-10-23T12:01:23Z,87.0
2025-10-23T12:01:28Z,80.0
2025-10-23T12:01:33Z,81.0
2025-10-23T12:01:38Z,86.0
2025-10-23T12:01:43Z,87.0
2025-10-23T12:01:48Z,86.0
2025-10-23T12:01:53Z,85.0
2025-10-23T12:01:58Z,83.0
2025-10-23T12:02:03Z,84.0
2025-10-23T12:02:08Z,82.0
2025-10-23T12:02:13Z,79.0
2025-10-23T12:02:18Z,81.0
2025-10-23T12:02:23Z,77.0
2025-10-23T12:02:38Z,77.0
2025-10-23T12:02:43Z,78.0
2025-10-23T12:02:48Z,79.0
2025-10-23T12:02:53Z,78.0
2025-10-23T12:02:58Z,76.0
2025-10-23T12:03:03Z,74.0
2025-10-23T12:03:08Z,72.0
2025-10-23T12:03:13Z,75.0
2025-10-23T12:03:18Z,79.0
2025-10-23T12:03:23Z,81.0
2025-10-23T12:03:28Z,81.0
2025-10-23T12:03:33Z,80.0
2025-10-23T12:03:38Z,77.0
2025-10-23T12:03:43Z,75.0
2025-10-23T12:03:48Z,74.0
2025-10-23T12:03:53Z,75.0
2025-10-23T12:03:58Z,76.0
2025-10-23T12:04:03Z,75.0
2025-10-23T12:04:08Z,76.0
2025-10-23T12:04:13Z,75.0
2025-10-23T14:25:31Z,81.0
2025-10-23T14:25:36Z,82.0
2025-10-23T14:25:41Z,85.0
2025-10-23T14:25:46Z,83.0
2025-10-23T14:25:51Z,95.0
2025-10-23T14:26:01Z,91.0
2025-10-23T14:26:06Z,97.0
2025-10-23T14:26:21Z,86.0
2025-10-23T14:26:26Z,79.0
2025-10-23T14:26:31Z,74.0
2025-10-23T14:26:36Z,72.0
2025-10-23T14:26:51Z,72.0
2025-10-23T14:26:56Z,74.0
2025-10-23T14:27:01Z,70.0
2025-10-23T14:27:06Z,66.0
2025-10-23T14:27:11Z,68.0
2025-10-23T14:27:16Z,70.0
2025-10-23T14:27:21Z,67.0
2025-10-23T14:27:26Z,65.0
2025-10-23T14:27:31Z,66.0
2025-10-23T14:27:36Z,69.0
2025-10-23T14:27:41Z,71.0
2025-10-23T14:27:46Z,70.0
2025-10-23T14:27:51Z,69.0
2025-10-23T14:27:56Z,68.0
2025-10-23T14:28:01Z,71.0
2025-10-23T14:28:06Z,74.0
2025-10-23T14:28:16Z,72.0
2025-10-23T14:28:21Z,68.0
2025-10-23T14:28:26Z,69.0
2025-10-23T14:28:31Z,74.0
2025-10-23T14:28:36Z,76.0
2025-10-23T14:28:41Z,79.0
2025-10-23T14:28:46Z,82.0
2025-10-23T14:28:56Z,84.0
2025-10-23T14:29:01Z,86.0
2025-10-23T14:29:06Z,83.0
2025-10-23T14:29:11Z,79.0
2025-10-23T14:29:16Z,78.0
2025-10-23T14:29:21Z,79.0
2025-10-23T14:29:26Z,76.0
2025-10-23T14:29:31Z,72.0
2025-10-23T14:29:36Z,71.0
2025-10-23T14:29:41Z,72.0
2025-10-23T14:29:46Z,70.0
2025-10-23T14:29:51Z,72.0
2025-10-23T14:29:56Z,71.0
2025-10-23T14:30:01Z,70.0
2025-10-23T14:30:06Z,69.0
2025-10-23T14:30:11Z,68.0
2025-10-23T14:30:16Z,65.0
2025-10-23T14:30:21Z,65.0
2025-10-23T14:30:26Z,64.0
2025-10-23T14:30:31Z,64.0
2025-10-23T14:30:36Z,62.0
2025-10-23T14:30:41Z,61.0
2025-10-23T14:30:51Z,62.0
2025-10-23T14:30:56Z,61.0
