timestamp,pid,value,device_serial,device_number,entry_time
1552894607000.0000000000,28,0E-10,A01525,1,1552894607000
1552894607015.6201171875,28,0E-10,A01525,1,1552894607000
1552894607031.2500000000,28,0E-10,A01525,1,1552894607000
1552894607046.8798828125,28,0E-10,A01525,1,1552894607000
1552894607062.5000000000,28,0E-10,A01525,1,1552894607000
1552894607078.1201171875,28,0E-10,A01525,1,1552894607000
1552894607093.7500000000,28,0E-10,A01525,1,1552894607000
1552894607109.3798828125,28,0E-10,A01525,1,1552894607000
1552894607125.0000000000,28,0E-10,A01525,1,1552894607000
1552894607140.6201171875,28,0E-10,A01525,1,1552894607000
1552894607156.2500000000,28,0E-10,A01525,1,1552894607000
1552894607171.8798828125,28,0.0100000000,A01525,1,1552894607000
1552894607187.5000000000,28,0.0100000000,A01525,1,1552894607000
1552894607203.1201171875,28,0E-10,A01525,1,1552894607000
1552894607218.7500000000,28,-0.0300000000,A01525,1,1552894607000
1552894607234.3798828125,28,-0.0500000000,A01525,1,1552894607000
1552894607250.0000000000,28,-0.0500000000,A01525,1,1552894607000
1552894607265.6201171875,28,0E-10,A01525,1,1552894607000
1552894607281.2500000000,28,0.1300000000,A01525,1,1552894607000
1552894607296.8798828125,28,0.3600000000,A01525,1,1552894607000
1552894607312.5000000000,28,0.6600000000,A01525,1,1552894607000
1552894607328.1201171875,28,1.0100000000,A01525,1,1552894607000
1552894607343.7500000000,28,1.3700000000,A01525,1,1552894607000
1552894607359.3798828125,28,1.7200000000,A01525,1,1552894607000
1552894607375.0000000000,28,2.0600000000,A01525,1,1552894607000
1552894607390.6201171875,28,2.4000000000,A01525,1,1552894607000
1552894607406.2500000000,28,2.7900000000,A01525,1,1552894607000
1552894607421.8798828125,28,3.2400000000,A01525,1,1552894607000
1552894607437.5000000000,28,3.8000000000,A01525,1,1552894607000
1552894607453.1201171875,28,4.4200000000,A01525,1,1552894607000
1552894607468.7500000000,28,5.0600000000,A01525,1,1552894607000
1552894607484.3798828125,28,5.6600000000,A01525,1,1552894607000
1552894607500.0000000000,28,6.2000000000,A01525,1,1552894607000
1552894607515.6201171875,28,6.6800000000,A01525,1,1552894607000
1552894607531.2500000000,28,7.1500000000,A01525,1,1552894607000
1552894607546.8798828125,28,7.6800000000,A01525,1,1552894607000
1552894607562.5000000000,28,8.3100000000,A01525,1,1552894607000
1552894607578.1201171875,28,9.1400000000,A01525,1,1552894607000
1552894607593.7500000000,28,10.0900000000,A01525,1,1552894607000
1552894607609.3798828125,28,11.0400000000,A01525,1,1552894607000
1552894607625.0000000000,28,11.8800000000,A01525,1,1552894607000
1552894607640.6201171875,28,12.5600000000,A01525,1,1552894607000
1552894607656.2500000000,28,13.1400000000,A01525,1,1552894607000
1552894607671.8798828125,28,13.7600000000,A01525,1,1552894607000
1552894607687.5000000000,28,14.6500000000,A01525,1,1552894607000
1552894607703.1201171875,28,15.9600000000,A01525,1,1552894607000
1552894607718.7500000000,28,17.9100000000,A01525,1,1552894607000
1552894607734.3798828125,28,20.3200000000,A01525,1,1552894607000
1552894607750.0000000000,28,22.9000000000,A01525,1,1552894607000
1552894607765.6201171875,28,25.3800000000,A01525,1,1552894607000
1552894607781.2500000000,28,27.5800000000,A01525,1,1552894607000
1552894607796.8798828125,28,29.5700000000,A01525,1,1552894607000
1552894607812.5000000000,28,31.6800000000,A01525,1,1552894607000
1552894607828.1201171875,28,34.3200000000,A01525,1,1552894607000
1552894607843.7500000000,28,37.8100000000,A01525,1,1552894607000
1552894607859.3798828125,28,42.5400000000,A01525,1,1552894607000
1552894607875.0000000000,28,48.1500000000,A01525,1,1552894607000
1552894607890.6201171875,28,54.1000000000,A01525,1,1552894607000
1552894607906.2500000000,28,59.8300000000,A01525,1,1552894607000
1552894607921.8798828125,28,64.9700000000,A01525,1,1552894607000
1552894607937.5000000000,28,69.5800000000,A01525,1,1552894607000
1552894607953.1201171875,28,74.1400000000,A01525,1,1552894607000
1552894607968.7500000000,28,79.3400000000,A01525,1,1552894607000
1552894607984.3798828125,28,85.7100000000,A01525,1,1552894607000
1552894608000.0000000000,28,93.7600000000,A01525,1,1552894607000
1552894608015.6201171875,28,103.0000000000,A01525,1,1552894607000
1552894608031.2500000000,28,112.6200000000,A01525,1,1552894607000
1552894608046.8798828125,28,121.7300000000,A01525,1,1552894607000
1552894608062.5000000000,28,129.7700000000,A01525,1,1552894607000
1552894608078.1201171875,28,136.7500000000,A01525,1,1552894607000
1552894608093.7500000000,28,143.3000000000,A01525,1,1552894607000
1552894608109.3798828125,28,150.7500000000,A01525,1,1552894607000
1552894608125.0000000000,28,157.7700000000,A01525,1,1552894607000
1552894608140.6201171875,28,166.6400000000,A01525,1,1552894607000
1552894608156.2500000000,28,177.9500000000,A01525,1,1552894607000
1552894608171.8798828125,28,191.7900000000,A01525,1,1552894607000
1552894608187.5000000000,28,206.9700000000,A01525,1,1552894607000
1552894608203.1201171875,28,220.5700000000,A01525,1,1552894607000
1552894608218.7500000000,28,228.2500000000,A01525,1,1552894607000
1552894608234.3798828125,28,225.3600000000,A01525,1,1552894607000
1552894608250.0000000000,28,208.5300000000,A01525,1,1552894607000
1552894608265.6201171875,28,176.8700000000,A01525,1,1552894607000
1552894608281.2500000000,28,132.7600000000,A01525,1,1552894607000
1552894608296.8798828125,28,80.0500000000,A01525,1,1552894607000
1552894608312.5000000000,28,23.0700000000,A01525,1,1552894607000
1552894608328.1201171875,28,-34.9400000000,A01525,1,1552894607000
1552894608343.7500000000,28,-92.4400000000,A01525,1,1552894607000
1552894608359.3798828125,28,-149.1600000000,A01525,1,1552894607000
1552894608375.0000000000,28,-205.2300000000,A01525,1,1552894607000
1552894608390.6201171875,28,-260.3700000000,A01525,1,1552894607000
1552894608406.2500000000,28,-313.7400000000,A01525,1,1552894607000
