timestamp,pid,value,device_serial,device_number,entry_time
1548898456000.0000000000,13,0E-10,A01A3A,5,1548898456000
1548898456015.6201171875,13,0E-10,A01A3A,5,1548898456000
1548898456031.2500000000,13,0E-10,A01A3A,5,1548898456000
1548898456046.8798828125,13,0E-10,A01A3A,5,1548898456000
1548898456062.5000000000,13,0E-10,A01A3A,5,1548898456000
1548898456078.1201171875,13,0E-10,A01A3A,5,1548898456000
1548898456093.7500000000,13,0E-10,A01A3A,5,1548898456000
1548898456109.3798828125,13,0E-10,A01A3A,5,1548898456000
1548898456125.0000000000,13,0E-10,A01A3A,5,1548898456000
1548898456140.6201171875,13,0E-10,A01A3A,5,1548898456000
1548898456156.2500000000,13,0E-10,A01A3A,5,1548898456000
1548898456171.8798828125,13,0.0100000000,A01A3A,5,1548898456000
1548898456187.5000000000,13,0.0100000000,A01A3A,5,1548898456000
1548898456203.1201171875,13,0E-10,A01A3A,5,1548898456000
1548898456218.7500000000,13,-0.0300000000,A01A3A,5,1548898456000
1548898456234.3798828125,13,-0.0500000000,A01A3A,5,1548898456000
1548898456250.0000000000,13,-0.0500000000,A01A3A,5,1548898456000
1548898456265.6201171875,13,0E-10,A01A3A,5,1548898456000
1548898456281.2500000000,13,0.1300000000,A01A3A,5,1548898456000
1548898456296.8798828125,13,0.3600000000,A01A3A,5,1548898456000
1548898456312.5000000000,13,0.6600000000,A01A3A,5,1548898456000
1548898456328.1201171875,13,1.0100000000,A01A3A,5,1548898456000
1548898456343.7500000000,13,1.3700000000,A01A3A,5,1548898456000
1548898456359.3798828125,13,1.7200000000,A01A3A,5,1548898456000
1548898456375.0000000000,13,2.0600000000,A01A3A,5,1548898456000
1548898456390.6201171875,13,2.4000000000,A01A3A,5,1548898456000
1548898456406.2500000000,13,2.7900000000,A01A3A,5,1548898456000
1548898456421.8798828125,13,3.2400000000,A01A3A,5,1548898456000
1548898456437.5000000000,13,3.8000000000,A01A3A,5,1548898456000
1548898456453.1201171875,13,4.4200000000,A01A3A,5,1548898456000
1548898456468.7500000000,13,5.0600000000,A01A3A,5,1548898456000
1548898456484.3798828125,13,5.6600000000,A01A3A,5,1548898456000
1548898456500.0000000000,13,6.2000000000,A01A3A,5,1548898456000
1548898456515.6201171875,13,6.6800000000,A01A3A,5,1548898456000
1548898456531.2500000000,13,7.1500000000,A01A3A,5,1548898456000
1548898456546.8798828125,13,7.6800000000,A01A3A,5,1548898456000
1548898456562.5000000000,13,8.3100000000,A01A3A,5,1548898456000
1548898456578.1201171875,13,9.1400000000,A01A3A,5,1548898456000
1548898456593.7500000000,13,10.0900000000,A01A3A,5,1548898456000
1548898456609.3798828125,13,11.0400000000,A01A3A,5,1548898456000
1548898456625.0000000000,13,11.8800000000,A01A3A,5,1548898456000
1548898456640.6201171875,13,12.5600000000,A01A3A,5,1548898456000
1548898456656.2500000000,13,13.1400000000,A01A3A,5,1548898456000
1548898456671.8798828125,13,13.7600000000,A01A3A,5,1548898456000
1548898456687.5000000000,13,14.6500000000,A01A3A,5,1548898456000
1548898456703.1201171875,13,15.9600000000,A01A3A,5,1548898456000
1548898456718.7500000000,13,17.9100000000,A01A3A,5,1548898456000
1548898456734.3798828125,13,20.3200000000,A01A3A,5,1548898456000
1548898456750.0000000000,13,22.9000000000,A01A3A,5,1548898456000
1548898456765.6201171875,13,25.3800000000,A01A3A,5,1548898456000
1548898456781.2500000000,13,27.5800000000,A01A3A,5,1548898456000
1548898456796.8798828125,13,29.5700000000,A01A3A,5,1548898456000
1548898456812.5000000000,13,31.6800000000,A01A3A,5,1548898456000
1548898456828.1201171875,13,34.3200000000,A01A3A,5,1548898456000
1548898456843.7500000000,13,37.8100000000,A01A3A,5,1548898456000
1548898456859.3798828125,13,42.5400000000,A01A3A,5,1548898456000
1548898456875.0000000000,13,48.1500000000,A01A3A,5,1548898456000
1548898456890.6201171875,13,54.1000000000,A01A3A,5,1548898456000
1548898456906.2500000000,13,59.8300000000,A01A3A,5,1548898456000
1548898456921.8798828125,13,64.9700000000,A01A3A,5,1548898456000
1548898456937.5000000000,13,69.5800000000,A01A3A,5,1548898456000
1548898456953.1201171875,13,74.1400000000,A01A3A,5,1548898456000
1548898456968.7500000000,13,79.3400000000,A01A3A,5,1548898456000
1548898456984.3798828125,13,85.7100000000,A01A3A,5,1548898456000
1548898457000.0000000000,13,93.7600000000,A01A3A,5,1548898456000
1548898457015.6201171875,13,103.0000000000,A01A3A,5,1548898456000
1548898457031.2500000000,13,112.6200000000,A01A3A,5,1548898456000
1548898457046.8798828125,13,121.7300000000,A01A3A,5,1548898456000
1548898457062.5000000000,13,129.7700000000,A01A3A,5,1548898456000
1548898457078.1201171875,13,136.7500000000,A01A3A,5,1548898456000
1548898457093.7500000000,13,143.3000000000,A01A3A,5,1548898456000
1548898457109.3798828125,13,150.7500000000,A01A3A,5,1548898456000
1548898457125.0000000000,13,157.7700000000,A01A3A,5,1548898456000
1548898457140.6201171875,13,166.6400000000,A01A3A,5,1548898456000
1548898457156.2500000000,13,177.9500000000,A01A3A,5,1548898456000
1548898457171.8798828125,13,191.7900000000,A01A3A,5,1548898456000
1548898457187.5000000000,13,206.9700000000,A01A3A,5,1548898456000
1548898457203.1201171875,13,220.5700000000,A01A3A,5,1548898456000
1548898457218.7500000000,13,228.2500000000,A01A3A,5,1548898456000
1548898457234.3798828125,13,225.3600000000,A01A3A,5,1548898456000
1548898457250.0000000000,13,208.5300000000,A01A3A,5,1548898456000
1548898457265.6201171875,13,176.8700000000,A01A3A,5,1548898456000
1548898457281.2500000000,13,132.7600000000,A01A3A,5,1548898456000
1548898457296.8798828125,13,80.0500000000,A01A3A,5,1548898456000
1548898457312.5000000000,13,23.0700000000,A01A3A,5,1548898456000
1548898457328.1201171875,13,-34.9400000000,A01A3A,5,1548898456000
1548898457343.7500000000,13,-92.4400000000,A01A3A,5,1548898456000
1548898457359.3798828125,13,-149.1600000000,A01A3A,5,1548898456000
