clip_id,avg_inferred_valence
AboutTime_000,3.0
AboutTime_001,4.4
AboutTime_002,3.8
AboutTime_003,4.0
AboutTime_004,3.5
AboutTime_005,3.8333333333333335
AboutTime_006,3.5
AboutTime_007,4.2
AboutTime_008,3.4
AboutTime_009,3.8333333333333335
AboutTime_010,3.8
AboutTime_011,3.1666666666666665
AboutTime_012,4.0
AboutTime_013,3.8333333333333335
AboutTime_014,2.75
AboutTime_015,3.4
AboutTime_016,3.1666666666666665
AboutTime_017,3.2
AboutTime_018,3.8333333333333335
AboutTime_019,3.8
AboutTime_020,3.6666666666666665
AboutTime_021,3.2
AboutTime_022,3.8
AboutTime_024,3.6666666666666665
AboutTime_031,3.4
AboutTime_032,3.6666666666666665
AboutTime_035,3.5
AboutTime_038,3.6
AboutTime_042,3.8333333333333335
AboutTime_046,3.8
AboutTime_048,3.3333333333333335
AboutTime_052,3.5
AboutTime_056,3.8
AboutTime_066,3.6666666666666665
AboutTime_068,3.6
AboutTime_069,3.8
AboutTime_071,3.8
AboutTime_073,3.8
AboutTime_075,2.8333333333333335
AboutTime_077,3.8333333333333335
AboutTime_085,3.6
AboutTime_086,3.8
AboutTime_091,3.6666666666666665
AboutTime_095,3.6
AboutTime_117,3.3333333333333335
AboutTime_120,4.166666666666667
AboutTime_130,3.6
AboutTime_131,3.8333333333333335
AboutTime_132,3.6
AboutTime_133,3.6
AboutTime_134,3.2
AboutTime_135,3.0
AboutTime_136,3.5
Gifted_041,4.2
Gifted_045,4.0
Gifted_049,3.8
LadyBird_001,4.0
LadyBird_003,4.166666666666667
LadyBird_005,4.4
LadyBird_011,3.5
LadyBird_013,3.8
LadyBird_017,3.3333333333333335
LadyBird_019,4.0
LadyBird_024,3.8
LadyBird_030,3.5
LadyBird_031,2.8
LadyBird_045,3.8333333333333335
LadyBird_048,3.6
LadyBird_054,3.2
LadyBird_055,3.6666666666666665
LadyBird_056,3.2
LadyBird_057,3.2
LadyBird_066,3.5
LadyBird_068,3.5
LadyBird_069,4.0
LadyBird_077,4.2
LadyBird_080,4.2
LadyBird_081,3.6666666666666665
LadyBird_088,3.5
LadyBird_092,3.3333333333333335
LadyBird_093,3.6666666666666665
LadyBird_099,3.6
LadyBird_104,3.6
LadyBird_109,4.0
LadyBird_110,3.3333333333333335
TheBlindSide_000,3.8
TheBlindSide_001,3.0
TheBlindSide_002,3.6666666666666665
TheBlindSide_003,3.6
TheBlindSide_004,3.0
TheBlindSide_005,3.6666666666666665
TheBlindSide_006,3.8333333333333335
TheBlindSide_007,4.166666666666667
TheBlindSide_008,3.1666666666666665
TheBlindSide_009,3.4
TheBlindSide_010,3.5
TheBlindSide_011,3.6666666666666665
TheBlindSide_012,3.1666666666666665
TheBlindSide_013,3.4
TheBlindSide_014,4.0
TheBlindSide_015,4.0
TheBlindSide_016,3.5
TheBlindSide_017,3.3333333333333335
TheBlindSide_018,3.6666666666666665
TheBlindSide_019,3.4
TheBlindSide_020,3.6
TheBlindSide_021,3.8333333333333335
TheBlindSide_022,3.3333333333333335
TheBlindSide_024,4.2
TheBlindSide_025,3.8333333333333335
TheBlindSide_027,3.6666666666666665
TheBlindSide_028,3.2
TheBlindSide_029,3.0
TheBlindSide_031,3.3333333333333335
TheBlindSide_032,3.5
TheBlindSide_033,3.8333333333333335
TheBlindSide_034,4.0
TheBlindSide_035,3.6666666666666665
TheBlindSide_036,4.0
TheBlindSide_037,3.6666666666666665
TheBlindSide_038,3.3333333333333335
TheBlindSide_039,3.25
TheBlindSide_040,3.8333333333333335
TheBlindSide_041,3.2
TheBlindSide_042,3.5
TheBlindSide_043,3.2
TheBlindSide_044,3.6
TheBlindSide_045,3.4
TheBlindSide_046,3.2
TheBlindSide_049,3.4
TheBlindSide_050,4.0
TheBlindSide_052,3.1666666666666665
TheBlindSide_053,3.8333333333333335
TheBlindSide_054,4.0
TheBlindSide_055,3.3333333333333335
TheBlindSide_056,3.8
TheBlindSide_057,3.6666666666666665
TheBlindSide_058,3.5
TheBlindSide_059,3.8
TheBlindSide_060,2.8
TheBlindSide_061,3.8333333333333335
TheBlindSide_062,4.0
TheBlindSide_063,4.0
TheBlindSide_064,3.2
TheBlindSide_065,3.8333333333333335
TheBlindSide_066,4.0
TheBlindSide_067,3.4
TheBlindSide_068,3.5
TheBlindSide_069,3.8333333333333335
TheBlindSide_071,3.8
TheBlindSide_072,4.0
TheBlindSide_073,3.8
TheBlindSide_075,3.6666666666666665
TheBlindSide_076,3.4
TheBlindSide_077,3.6
TheBlindSide_078,3.8333333333333335
TheBlindSide_079,3.5
TheBlindSide_080,3.8333333333333335
TheBlindSide_081,4.4
TheBlindSide_082,3.8
TheBlindSide_083,3.6
TheBlindSide_084,3.8333333333333335
TheBlindSide_085,3.6
TheBlindSide_086,3.25
TheBlindSide_087,3.4
TheBlindSide_088,4.0
TheBlindSide_089,3.6666666666666665
TheBlindSide_091,3.5
TheBlindSide_092,3.8333333333333335
TheBlindSide_093,4.4
TheFaultInOurStars_000,4.2
TheFaultInOurStars_001,3.5
TheFaultInOurStars_002,3.8
TheFaultInOurStars_003,3.3333333333333335
TheFaultInOurStars_004,4.0
TheFaultInOurStars_005,3.8
TheFaultInOurStars_006,3.5
TheFaultInOurStars_007,3.6666666666666665
TheFaultInOurStars_008,3.3333333333333335
TheFaultInOurStars_009,3.6
TheFaultInOurStars_010,3.6666666666666665
TheFaultInOurStars_011,3.6666666666666665
TheFaultInOurStars_012,3.8333333333333335
TheFaultInOurStars_013,3.8
