timestamp,beats per minute,data source
2025-11-20T07:23:06Z,74.0,Sense
2025-11-20T07:26:11Z,72.0,Sense
2025-11-20T07:26:16Z,75.0,Sense
2025-11-20T07:26:21Z,79.0,Sense
2025-11-20T07:26:26Z,78.0,Sense
2025-11-20T07:26:31Z,75.0,Sense
2025-11-20T07:26:36Z,76.0,Sense
2025-11-20T07:26:41Z,73.0,Sense
2025-11-20T07:26:46Z,68.0,Sense
2025-11-20T07:26:51Z,64.0,Sense
2025-11-20T07:26:59Z,64.0,Sense
2025-11-20T07:27:04Z,66.0,Sense
2025-11-20T07:27:09Z,67.0,Sense
2025-11-20T07:27:14Z,65.0,Sense
2025-11-20T07:27:19Z,71.0,Sense
2025-11-20T07:27:28Z,75.0,Sense
2025-11-20T07:27:33Z,74.0,Sense
2025-11-20T07:27:38Z,67.0,Sense
2025-11-20T07:27:43Z,70.0,Sense
2025-11-20T07:27:48Z,66.0,Sense
2025-11-20T07:27:53Z,67.0,Sense
2025-11-20T07:27:58Z,65.0,Sense
2025-11-20T07:28:03Z,67.0,Sense
2025-11-20T07:28:08Z,65.0,Sense
2025-11-20T07:28:13Z,64.0,Sense
2025-11-20T07:28:18Z,63.0,Sense
2025-11-20T07:28:23Z,66.0,Sense
2025-11-20T07:28:28Z,64.0,Sense
2025-11-20T07:28:33Z,69.0,Sense
2025-11-20T07:29:17Z,73.0,Sense
2025-11-20T07:29:22Z,76.0,Sense
2025-11-20T07:29:27Z,72.0,Sense
2025-11-20T07:29:32Z,64.0,Sense
2025-11-20T07:29:37Z,72.0,Sense
2025-11-20T07:29:42Z,69.0,Sense
2025-11-20T07:29:47Z,72.0,Sense
2025-11-20T07:29:52Z,69.0,Sense
2025-11-20T07:29:57Z,71.0,Sense
2025-11-20T07:30:02Z,69.0,Sense
2025-11-20T07:30:07Z,68.0,Sense
2025-11-20T07:30:12Z,70.0,Sense
2025-11-20T07:30:22Z,71.0,Sense
2025-11-20T07:30:27Z,72.0,Sense
2025-11-20T07:35:48Z,69.0,Sense
2025-11-20T07:35:58Z,74.0,Sense
2025-11-20T07:36:03Z,77.0,Sense
2025-11-20T07:36:08Z,81.0,Sense
2025-11-20T07:36:18Z,87.0,Sense
2025-11-20T07:36:28Z,88.0,Sense
2025-11-20T07:36:33Z,86.0,Sense
2025-11-20T07:36:43Z,81.0,Sense
2025-11-20T07:36:53Z,83.0,Sense
2025-11-20T07:37:03Z,84.0,Sense
2025-11-20T07:37:08Z,83.0,Sense
2025-11-20T07:37:18Z,84.0,Sense
2025-11-20T07:37:23Z,87.0,Sense
2025-11-20T07:37:28Z,93.0,Sense
2025-11-20T07:37:33Z,90.0,Sense
2025-11-20T07:37:38Z,87.0,Sense
2025-11-20T07:37:43Z,88.0,Sense
2025-11-20T07:37:48Z,87.0,Sense
2025-11-20T07:37:53Z,86.0,Sense
2025-11-20T07:38:08Z,87.0,Sense
2025-11-20T07:38:23Z,88.0,Sense
2025-11-20T07:38:28Z,89.0,Sense
2025-11-20T07:38:38Z,91.0,Sense
2025-11-20T07:38:53Z,92.0,Sense
2025-11-20T07:38:58Z,91.0,Sense
2025-11-20T07:39:03Z,90.0,Sense
2025-11-20T07:39:08Z,89.0,Sense
2025-11-20T07:39:13Z,88.0,Sense
2025-11-20T07:39:18Z,88.0,Sense
2025-11-20T07:39:28Z,88.0,Sense
2025-11-20T07:39:38Z,90.0,Sense
2025-11-20T07:39:43Z,91.0,Sense
2025-11-20T07:39:48Z,90.0,Sense
2025-11-20T07:39:53Z,89.0,Sense
2025-11-20T07:39:58Z,90.0,Sense
2025-11-20T07:40:08Z,91.0,Sense
2025-11-20T07:40:13Z,91.0,Sense
2025-11-20T07:40:18Z,91.0,Sense
2025-11-20T07:40:28Z,95.0,Sense
2025-11-20T07:40:33Z,96.0,Sense
2025-11-20T07:40:38Z,91.0,Sense
2025-11-20T07:40:43Z,92.0,Sense
2025-11-20T07:40:48Z,91.0,Sense
2025-11-20T07:40:58Z,87.0,Sense
2025-11-20T07:41:03Z,83.0,Sense
2025-11-20T07:41:18Z,82.0,Sense
2025-11-20T07:41:23Z,81.0,Sense
2025-11-20T07:41:28Z,80.0,Sense
2025-11-20T07:42:55Z,80.0,Sense
2025-11-20T07:43:05Z,81.0,Sense
2025-11-20T07:43:15Z,82.0,Sense
2025-11-20T07:43:20Z,83.0,Sense
2025-11-20T07:43:30Z,84.0,Sense
2025-11-20T07:43:40Z,85.0,Sense
2025-11-20T07:43:45Z,86.0,Sense
2025-11-20T07:43:50Z,83.0,Sense
2025-11-20T07:43:55Z,79.0,Sense
2025-11-20T07:44:05Z,80.0,Sense
2025-11-20T07:44:10Z,85.0,Sense
2025-11-20T07:44:15Z,83.0,Sense
2025-11-20T07:44:20Z,81.0,Sense
2025-11-20T07:44:25Z,80.0,Sense
2025-11-20T07:44:35Z,81.0,Sense
2025-11-20T07:44:40Z,81.0,Sense
2025-11-20T07:44:45Z,85.0,Sense
2025-11-20T07:44:50Z,86.0,Sense
2025-11-20T07:45:00Z,84.0,Sense
2025-11-20T07:45:05Z,82.0,Sense
2025-11-20T07:45:10Z,81.0,Sense
2025-11-20T07:45:15Z,80.0,Sense
2025-11-20T07:45:20Z,79.0,Sense
2025-11-20T07:45:30Z,81.0,Sense
2025-11-20T07:45:45Z,81.0,Sense
2025-11-20T07:45:50Z,82.0,Sense
2025-11-20T07:45:55Z,82.0,Sense
2025-11-20T07:46:00Z,82.0,Sense
2025-11-20T07:46:05Z,83.0,Sense
2025-11-20T07:46:10Z,85.0,Sense
2025-11-20T07:46:15Z,83.0,Sense
2025-11-20T07:46:20Z,81.0,Sense
2025-11-20T07:46:25Z,80.0,Sense
2025-11-20T07:46:30Z,79.0,Sense
2025-11-20T07:46:45Z,79.0,Sense
2025-11-20T07:46:50Z,79.0,Sense
2025-11-20T07:46:55Z,78.0,Sense
2025-11-20T07:47:05Z,80.0,Sense
2025-11-20T07:47:10Z,79.0,Sense
2025-11-20T07:47:15Z,78.0,Sense
2025-11-20T07:47:20Z,77.0,Sense
2025-11-20T07:47:25Z,76.0,Sense
2025-11-20T07:47:30Z,76.0,Sense
2025-11-20T07:47:35Z,77.0,Sense
2025-11-20T07:47:40Z,78.0,Sense
2025-11-20T07:47:45Z,79.0,Sense
2025-11-20T07:47:55Z,80.0,Sense
2025-11-20T07:48:00Z,80.0,Sense
2025-11-20T07:48:05Z,81.0,Sense
2025-11-20T07:48:15Z,80.0,Sense
2025-11-20T07:48:20Z,79.0,Sense
2025-11-20T07:48:25Z,78.0,Sense
2025-11-20T07:48:35Z,79.0,Sense
2025-11-20T07:48:40Z,83.0,Sense
2025-11-20T07:48:45Z,84.0,Sense
2025-11-20T07:48:50Z,85.0,Sense
2025-11-20T07:48:55Z,84.0,Sense
2025-11-20T07:49:00Z,83.0,Sense
2025-11-20T07:49:05Z,80.0,Sense
2025-11-20T07:49:10Z,78.0,Sense
2025-11-20T07:49:15Z,78.0,Sense
2025-11-20T07:49:25Z,77.0,Sense
2025-11-20T07:49:30Z,75.0,Sense
2025-11-20T07:49:45Z,75.0,Sense
2025-11-20T07:49:50Z,75.0,Sense
2025-11-20T07:50:00Z,79.0,Sense
2025-11-20T07:50:05Z,82.0,Sense
2025-11-20T07:50:15Z,79.0,Sense
2025-11-20T07:50:20Z,78.0,Sense
2025-11-20T07:50:25Z,76.0,Sense
2025-11-20T07:50:30Z,74.0,Sense
2025-11-20T07:50:40Z,76.0,Sense
2025-11-20T07:50:45Z,77.0,Sense
2025-11-20T07:50:50Z,79.0,Sense
2025-11-20T07:50:55Z,82.0,Sense
2025-11-20T07:51:00Z,81.0,Sense
2025-11-20T07:51:05Z,80.0,Sense
2025-11-20T07:51:10Z,79.0,Sense
2025-11-20T07:51:15Z,78.0,Sense
2025-11-20T07:51:25Z,79.0,Sense
2025-11-20T07:51:30Z,77.0,Sense
2025-11-20T07:51:35Z,76.0,Sense
2025-11-20T07:51:40Z,77.0,Sense
2025-11-20T07:51:45Z,78.0,Sense
2025-11-20T07:51:50Z,77.0,Sense
2025-11-20T07:51:55Z,76.0,Sense
2025-11-20T07:52:00Z,76.0,Sense
2025-11-20T07:52:10Z,78.0,Sense
2025-11-20T07:52:25Z,78.0,Sense
2025-11-20T07:52:35Z,80.0,Sense
2025-11-20T07:52:40Z,83.0,Sense
2025-11-20T07:52:45Z,81.0,Sense
2025-11-20T07:52:50Z,80.0,Sense
2025-11-20T07:52:55Z,79.0,Sense
2025-11-20T07:53:10Z,78.0,Sense
2025-11-20T07:53:20Z,78.0,Sense
2025-11-20T07:53:25Z,79.0,Sense
2025-11-20T07:53:35Z,80.0,Sense
2025-11-20T07:53:45Z,80.0,Sense
2025-11-20T07:54:00Z,83.0,Sense
2025-11-20T07:54:05Z,81.0,Sense
2025-11-20T07:54:10Z,80.0,Sense
2025-11-20T07:54:15Z,82.0,Sense
2025-11-20T07:54:25Z,79.0,Sense
2025-11-20T07:54:30Z,76.0,Sense
2025-11-20T07:54:35Z,75.0,Sense
2025-11-20T07:54:45Z,75.0,Sense
2025-11-20T07:54:50Z,76.0,Sense
2025-11-20T07:54:55Z,78.0,Sense
2025-11-20T07:55:00Z,80.0,Sense
2025-11-20T07:55:10Z,80.0,Sense
2025-11-20T07:55:15Z,78.0,Sense
2025-11-20T07:55:20Z,78.0,Sense
2025-11-20T07:55:30Z,78.0,Sense
2025-11-20T07:55:35Z,79.0,Sense
2025-11-20T07:55:45Z,77.0,Sense
2025-11-20T07:56:00Z,78.0,Sense
2025-11-20T07:56:15Z,78.0,Sense
2025-11-20T07:56:20Z,78.0,Sense
2025-11-20T07:56:25Z,80.0,Sense
2025-11-20T07:56:30Z,83.0,Sense
2025-11-20T07:56:35Z,84.0,Sense
2025-11-20T07:56:40Z,83.0,Sense
2025-11-20T07:56:45Z,80.0,Sense
2025-11-20T07:56:50Z,79.0,Sense
2025-11-20T07:56:55Z,79.0,Sense
2025-11-20T07:57:00Z,80.0,Sense
2025-11-20T07:57:05Z,79.0,Sense
2025-11-20T07:57:10Z,79.0,Sense
2025-11-20T07:57:20Z,80.0,Sense
2025-11-20T07:57:25Z,81.0,Sense
2025-11-20T07:57:30Z,80.0,Sense
2025-11-20T07:57:40Z,83.0,Sense
2025-11-20T07:57:45Z,81.0,Sense
2025-11-20T07:57:50Z,80.0,Sense
2025-11-20T07:57:55Z,80.0,Sense
2025-11-20T07:58:00Z,77.0,Sense
2025-11-20T07:58:05Z,76.0,Sense
2025-11-20T07:58:15Z,75.0,Sense
2025-11-20T07:58:25Z,76.0,Sense
2025-11-20T07:58:40Z,77.0,Sense
2025-11-20T07:58:45Z,77.0,Sense
2025-11-20T07:58:55Z,77.0,Sense
2025-11-20T07:59:00Z,76.0,Sense
2025-11-20T07:59:05Z,77.0,Sense
2025-11-20T07:59:20Z,78.0,Sense
2025-11-20T07:59:30Z,77.0,Sense
2025-11-20T07:59:35Z,76.0,Sense
2025-11-20T07:59:40Z,76.0,Sense
2025-11-20T07:59:45Z,77.0,Sense
2025-11-20T07:59:50Z,79.0,Sense
2025-11-20T07:59:55Z,87.0,Sense
2025-11-20T08:00:00Z,90.0,Sense
2025-11-20T08:00:05Z,85.0,Sense
2025-11-20T08:00:10Z,81.0,Sense
2025-11-20T08:00:15Z,71.0,Sense
2025-11-20T08:00:20Z,69.0,Sense
2025-11-20T08:00:25Z,68.0,Sense
2025-11-20T08:00:35Z,70.0,Sense
2025-11-20T08:00:40Z,72.0,Sense
2025-11-20T08:00:45Z,68.0,Sense
2025-11-20T08:00:50Z,67.0,Sense
2025-11-20T08:00:55Z,69.0,Sense
2025-11-20T08:01:00Z,70.0,Sense
2025-11-20T08:01:05Z,75.0,Sense
2025-11-20T08:01:10Z,76.0,Sense
2025-11-20T08:01:15Z,74.0,Sense
2025-11-20T08:01:20Z,70.0,Sense
2025-11-20T08:01:25Z,70.0,Sense
2025-11-20T08:01:30Z,72.0,Sense
2025-11-20T08:01:35Z,71.0,Sense
2025-11-20T08:01:40Z,70.0,Sense
2025-11-20T08:01:45Z,69.0,Sense
2025-11-20T08:01:50Z,69.0,Sense
2025-11-20T08:02:00Z,74.0,Sense
2025-11-20T08:02:05Z,82.0,Sense
2025-11-20T08:02:10Z,79.0,Sense
2025-11-20T08:02:15Z,81.0,Sense
2025-11-20T08:02:20Z,79.0,Sense
2025-11-20T08:02:25Z,77.0,Sense
2025-11-20T08:02:30Z,78.0,Sense
2025-11-20T08:02:35Z,80.0,Sense
2025-11-20T08:02:40Z,79.0,Sense
2025-11-20T08:02:45Z,76.0,Sense
2025-11-20T08:02:50Z,75.0,Sense
2025-11-20T08:03:00Z,76.0,Sense
2025-11-20T08:03:05Z,76.0,Sense
2025-11-20T08:03:10Z,77.0,Sense
2025-11-20T08:03:20Z,79.0,Sense
2025-11-20T08:03:30Z,79.0,Sense
2025-11-20T08:03:40Z,78.0,Sense
2025-11-20T08:03:45Z,77.0,Sense
2025-11-20T08:03:50Z,77.0,Sense
2025-11-20T08:03:55Z,78.0,Sense
2025-11-20T08:04:00Z,78.0,Sense
2025-11-20T08:04:05Z,79.0,Sense
2025-11-20T08:04:10Z,76.0,Sense
2025-11-20T08:04:20Z,75.0,Sense
2025-11-20T08:04:25Z,74.0,Sense
2025-11-20T08:04:30Z,75.0,Sense
2025-11-20T08:04:35Z,77.0,Sense
2025-11-20T08:04:40Z,76.0,Sense
2025-11-20T08:04:45Z,75.0,Sense
2025-11-20T08:05:00Z,74.0,Sense
2025-11-20T08:05:05Z,74.0,Sense
2025-11-20T08:05:10Z,74.0,Sense
2025-11-20T08:05:20Z,75.0,Sense
2025-11-20T08:05:25Z,78.0,Sense
2025-11-20T08:05:30Z,80.0,Sense
2025-11-20T08:05:35Z,76.0,Sense
2025-11-20T08:05:40Z,74.0,Sense
2025-11-20T08:05:50Z,75.0,Sense
2025-11-20T08:05:55Z,77.0,Sense
2025-11-20T08:06:00Z,77.0,Sense
2025-11-20T08:06:10Z,76.0,Sense
2025-11-20T08:06:15Z,75.0,Sense
2025-11-20T08:06:30Z,76.0,Sense
2025-11-20T08:06:35Z,77.0,Sense
2025-11-20T08:06:40Z,79.0,Sense
2025-11-20T08:06:45Z,81.0,Sense
