clip_id,avg_inferred_arousal
AboutTime_000.mp4,4.0
AboutTime_001.mp4,4.4
AboutTime_002.mp4,3.6
AboutTime_003.mp4,4.333333333333333
AboutTime_004.mp4,3.6666666666666665
AboutTime_005.mp4,3.6666666666666665
AboutTime_006.mp4,4.0
AboutTime_007.mp4,4.4
AboutTime_008.mp4,4.4
AboutTime_009.mp4,3.6666666666666665
AboutTime_010.mp4,4.2
AboutTime_011.mp4,3.8333333333333335
AboutTime_012.mp4,4.2
AboutTime_013.mp4,3.8333333333333335
AboutTime_014.mp4,2.75
AboutTime_015.mp4,3.2
AboutTime_016.mp4,3.1666666666666665
AboutTime_017.mp4,3.2
AboutTime_018.mp4,3.6666666666666665
AboutTime_019.mp4,3.8
AboutTime_020.mp4,3.3333333333333335
AboutTime_021.mp4,3.8
AboutTime_022.mp4,3.2
AboutTime_024.mp4,3.8333333333333335
AboutTime_031.mp4,3.6
AboutTime_032.mp4,3.8333333333333335
AboutTime_035.mp4,3.5
AboutTime_038.mp4,3.8
AboutTime_042.mp4,4.0
AboutTime_046.mp4,4.0
AboutTime_048.mp4,3.6666666666666665
AboutTime_052.mp4,3.8333333333333335
AboutTime_056.mp4,3.8
AboutTime_066.mp4,3.5
AboutTime_068.mp4,4.2
AboutTime_069.mp4,3.6
AboutTime_071.mp4,3.6
AboutTime_073.mp4,4.2
AboutTime_075.mp4,3.0
AboutTime_077.mp4,3.6666666666666665
AboutTime_085.mp4,3.8
AboutTime_086.mp4,3.8
AboutTime_091.mp4,3.5
AboutTime_095.mp4,3.0
AboutTime_117.mp4,3.1666666666666665
AboutTime_120.mp4,3.5
AboutTime_130.mp4,3.2
AboutTime_131.mp4,4.0
AboutTime_132.mp4,3.6
AboutTime_133.mp4,3.6
AboutTime_134.mp4,3.6
AboutTime_135.mp4,3.4
AboutTime_136.mp4,3.6666666666666665
Gifted_041.mp4,3.6
Gifted_045.mp4,3.5
Gifted_049.mp4,3.4
LadyBird_001.mp4,3.5
LadyBird_003.mp4,4.5
LadyBird_005.mp4,3.8
LadyBird_011.mp4,3.5
LadyBird_013.mp4,4.0
LadyBird_017.mp4,3.3333333333333335
