timestamp,pid,value,device_serial,device_number,entry_time
1548223953000.0000000000,8,0E-10,A01A3A,5,1548223953000
1548223953015.6201171875,8,0E-10,A01A3A,5,1548223953000
1548223953031.2500000000,8,0E-10,A01A3A,5,1548223953000
1548223953046.8798828125,8,0E-10,A01A3A,5,1548223953000
1548223953062.5000000000,8,0E-10,A01A3A,5,1548223953000
1548223953078.1201171875,8,0E-10,A01A3A,5,1548223953000
1548223953093.7500000000,8,0E-10,A01A3A,5,1548223953000
1548223953109.3798828125,8,0E-10,A01A3A,5,1548223953000
1548223953125.0000000000,8,0E-10,A01A3A,5,1548223953000
1548223953140.6201171875,8,0E-10,A01A3A,5,1548223953000
1548223953156.2500000000,8,0E-10,A01A3A,5,1548223953000
1548223953171.8798828125,8,0.0100000000,A01A3A,5,1548223953000
1548223953187.5000000000,8,0.0100000000,A01A3A,5,1548223953000
1548223953203.1201171875,8,0E-10,A01A3A,5,1548223953000
1548223953218.7500000000,8,-0.0300000000,A01A3A,5,1548223953000
1548223953234.3798828125,8,-0.0500000000,A01A3A,5,1548223953000
1548223953250.0000000000,8,-0.0500000000,A01A3A,5,1548223953000
1548223953265.6201171875,8,0E-10,A01A3A,5,1548223953000
1548223953281.2500000000,8,0.1300000000,A01A3A,5,1548223953000
1548223953296.8798828125,8,0.3600000000,A01A3A,5,1548223953000
1548223953312.5000000000,8,0.6600000000,A01A3A,5,1548223953000
1548223953328.1201171875,8,1.0100000000,A01A3A,5,1548223953000
1548223953343.7500000000,8,1.3700000000,A01A3A,5,1548223953000
1548223953359.3798828125,8,1.7200000000,A01A3A,5,1548223953000
1548223953375.0000000000,8,2.0600000000,A01A3A,5,1548223953000
1548223953390.6201171875,8,2.4000000000,A01A3A,5,1548223953000
1548223953406.2500000000,8,2.7900000000,A01A3A,5,1548223953000
1548223953421.8798828125,8,3.2400000000,A01A3A,5,1548223953000
1548223953437.5000000000,8,3.8000000000,A01A3A,5,1548223953000
1548223953453.1201171875,8,4.4200000000,A01A3A,5,1548223953000
1548223953468.7500000000,8,5.0600000000,A01A3A,5,1548223953000
1548223953484.3798828125,8,5.6600000000,A01A3A,5,1548223953000
1548223953500.0000000000,8,6.2000000000,A01A3A,5,1548223953000
1548223953515.6201171875,8,6.6800000000,A01A3A,5,1548223953000
1548223953531.2500000000,8,7.1500000000,A01A3A,5,1548223953000
1548223953546.8798828125,8,7.6800000000,A01A3A,5,1548223953000
1548223953562.5000000000,8,8.3100000000,A01A3A,5,1548223953000
1548223953578.1201171875,8,9.1400000000,A01A3A,5,1548223953000
1548223953593.7500000000,8,10.0900000000,A01A3A,5,1548223953000
1548223953609.3798828125,8,11.0400000000,A01A3A,5,1548223953000
1548223953625.0000000000,8,11.8800000000,A01A3A,5,1548223953000
1548223953640.6201171875,8,12.5600000000,A01A3A,5,1548223953000
1548223953656.2500000000,8,13.1400000000,A01A3A,5,1548223953000
1548223953671.8798828125,8,13.7600000000,A01A3A,5,1548223953000
1548223953687.5000000000,8,14.6500000000,A01A3A,5,1548223953000
1548223953703.1201171875,8,15.9600000000,A01A3A,5,1548223953000
1548223953718.7500000000,8,17.9100000000,A01A3A,5,1548223953000
1548223953734.3798828125,8,20.3200000000,A01A3A,5,1548223953000
1548223953750.0000000000,8,22.9000000000,A01A3A,5,1548223953000
1548223953765.6201171875,8,25.3800000000,A01A3A,5,1548223953000
1548223953781.2500000000,8,27.5800000000,A01A3A,5,1548223953000
1548223953796.8798828125,8,29.5700000000,A01A3A,5,1548223953000
1548223953812.5000000000,8,31.6800000000,A01A3A,5,1548223953000
1548223953828.1201171875,8,34.3200000000,A01A3A,5,1548223953000
1548223953843.7500000000,8,37.8100000000,A01A3A,5,1548223953000
1548223953859.3798828125,8,42.5400000000,A01A3A,5,1548223953000
1548223953875.0000000000,8,48.1500000000,A01A3A,5,1548223953000
1548223953890.6201171875,8,54.1000000000,A01A3A,5,1548223953000
1548223953906.2500000000,8,59.8300000000,A01A3A,5,1548223953000
1548223953921.8798828125,8,64.9700000000,A01A3A,5,1548223953000
1548223953937.5000000000,8,69.5800000000,A01A3A,5,1548223953000
1548223953953.1201171875,8,74.1400000000,A01A3A,5,1548223953000
1548223953968.7500000000,8,79.3400000000,A01A3A,5,1548223953000
1548223953984.3798828125,8,85.7100000000,A01A3A,5,1548223953000
1548223954000.0000000000,8,93.7600000000,A01A3A,5,1548223953000
1548223954015.6201171875,8,103.0000000000,A01A3A,5,1548223953000
1548223954031.2500000000,8,112.6200000000,A01A3A,5,1548223953000
1548223954046.8798828125,8,121.7300000000,A01A3A,5,1548223953000
1548223954062.5000000000,8,129.7700000000,A01A3A,5,1548223953000
1548223954078.1201171875,8,136.7500000000,A01A3A,5,1548223953000
1548223954093.7500000000,8,143.3000000000,A01A3A,5,1548223953000
1548223954109.3798828125,8,150.7500000000,A01A3A,5,1548223953000
1548223954125.0000000000,8,157.7700000000,A01A3A,5,1548223953000
1548223954140.6201171875,8,166.6400000000,A01A3A,5,1548223953000
1548223954156.2500000000,8,177.9500000000,A01A3A,5,1548223953000
1548223954171.8798828125,8,191.7900000000,A01A3A,5,1548223953000
1548223954187.5000000000,8,206.9700000000,A01A3A,5,1548223953000
1548223954203.1201171875,8,220.5700000000,A01A3A,5,1548223953000
1548223954218.7500000000,8,228.2500000000,A01A3A,5,1548223953000
1548223954234.3798828125,8,225.3600000000,A01A3A,5,1548223953000
1548223954250.0000000000,8,208.5300000000,A01A3A,5,1548223953000
1548223954265.6201171875,8,176.8700000000,A01A3A,5,1548223953000
1548223954281.2500000000,8,132.7600000000,A01A3A,5,1548223953000
1548223954296.8798828125,8,80.0500000000,A01A3A,5,1548223953000
1548223954312.5000000000,8,23.0700000000,A01A3A,5,1548223953000
1548223954328.1201171875,8,-34.9400000000,A01A3A,5,1548223953000
1548223954343.7500000000,8,-92.4400000000,A01A3A,5,1548223953000
1548223954359.3798828125,8,-149.1600000000,A01A3A,5,1548223953000
1548223954375.0000000000,8,-205.2300000000,A01A3A,5,1548223953000
1548223954390.6201171875,8,-260.3700000000,A01A3A,5,1548223953000
