timestamp,beats per minute,data source
2025-10-29T07:18:16Z,74.0,Sense
2025-10-29T07:18:21Z,67.0,Sense
2025-10-29T07:18:31Z,69.0,Sense
2025-10-29T07:18:36Z,70.0,Sense
2025-10-29T07:18:41Z,69.0,Sense
2025-10-29T07:18:51Z,68.0,Sense
2025-10-29T07:18:56Z,66.0,Sense
2025-10-29T07:19:06Z,67.0,Sense
2025-10-29T07:19:16Z,65.0,Sense
2025-10-29T07:19:21Z,64.0,Sense
2025-10-29T07:19:26Z,65.0,Sense
2025-10-29T07:19:31Z,66.0,Sense
2025-10-29T07:19:36Z,67.0,Sense
2025-10-29T07:19:41Z,66.0,Sense
2025-10-29T07:19:46Z,67.0,Sense
2025-10-29T07:31:07Z,69.0,Sense
2025-10-29T07:31:12Z,70.0,Sense
2025-10-29T07:31:17Z,69.0,Sense
2025-10-29T07:31:22Z,70.0,Sense
2025-10-29T07:31:27Z,72.0,Sense
2025-10-29T07:31:32Z,68.0,Sense
2025-10-29T07:31:37Z,71.0,Sense
2025-10-29T07:31:42Z,67.0,Sense
2025-10-29T07:31:47Z,71.0,Sense
2025-10-29T07:31:52Z,70.0,Sense
2025-10-29T07:31:57Z,66.0,Sense
2025-10-29T07:32:02Z,65.0,Sense
2025-10-29T07:32:07Z,70.0,Sense
2025-10-29T07:32:12Z,72.0,Sense
2025-10-29T10:34:05Z,68.0,Sense
2025-10-29T10:34:15Z,73.0,Sense
2025-10-29T10:34:20Z,71.0,Sense
2025-10-29T10:34:25Z,70.0,Sense
2025-10-29T10:34:30Z,68.0,Sense
2025-10-29T10:34:40Z,66.0,Sense
2025-10-29T10:34:45Z,67.0,Sense
2025-10-29T10:34:50Z,68.0,Sense
2025-10-29T10:34:55Z,67.0,Sense
2025-10-29T10:35:05Z,66.0,Sense
2025-10-29T10:35:15Z,67.0,Sense
2025-10-29T10:35:20Z,68.0,Sense
2025-10-29T10:35:35Z,69.0,Sense
2025-10-29T10:35:40Z,71.0,Sense
2025-10-29T10:35:45Z,73.0,Sense
2025-10-29T10:35:50Z,71.0,Sense
2025-10-29T10:35:55Z,67.0,Sense
2025-10-29T10:36:00Z,65.0,Sense
2025-10-29T10:36:40Z,70.0,Sense
2025-10-29T10:36:50Z,72.0,Sense
2025-10-29T10:37:00Z,76.0,Sense
2025-10-29T10:37:10Z,77.0,Sense
2025-10-29T10:37:15Z,79.0,Sense
2025-10-29T10:37:20Z,80.0,Sense
2025-10-29T10:37:30Z,81.0,Sense
2025-10-29T10:37:35Z,82.0,Sense
2025-10-29T10:37:40Z,84.0,Sense
2025-10-29T10:37:45Z,83.0,Sense
2025-10-29T10:37:50Z,82.0,Sense
2025-10-29T10:37:55Z,83.0,Sense
2025-10-29T10:38:00Z,80.0,Sense
2025-10-29T10:38:05Z,76.0,Sense
2025-10-29T10:38:10Z,77.0,Sense
2025-10-29T10:38:15Z,74.0,Sense
2025-10-29T10:38:20Z,77.0,Sense
2025-10-29T10:38:25Z,75.0,Sense
2025-10-29T10:38:30Z,77.0,Sense
2025-10-29T10:38:35Z,80.0,Sense
2025-10-29T10:38:40Z,82.0,Sense
2025-10-29T10:38:50Z,83.0,Sense
2025-10-29T10:38:55Z,84.0,Sense
2025-10-29T10:39:05Z,85.0,Sense
2025-10-29T10:39:10Z,84.0,Sense
2025-10-29T10:39:15Z,83.0,Sense
2025-10-29T10:39:20Z,84.0,Sense
2025-10-29T10:39:25Z,83.0,Sense
2025-10-29T10:39:30Z,82.0,Sense
2025-10-29T10:40:25Z,82.0,Sense
2025-10-29T10:40:40Z,82.0,Sense
2025-10-29T10:40:50Z,84.0,Sense
2025-10-29T10:40:55Z,85.0,Sense
2025-10-29T10:41:00Z,86.0,Sense
2025-10-29T10:41:15Z,86.0,Sense
2025-10-29T10:41:20Z,88.0,Sense
2025-10-29T10:41:30Z,89.0,Sense
2025-10-29T10:41:40Z,88.0,Sense
2025-10-29T10:41:50Z,87.0,Sense
2025-10-29T10:41:55Z,86.0,Sense
2025-10-29T10:42:05Z,86.0,Sense
2025-10-29T10:42:10Z,82.0,Sense
2025-10-29T10:42:15Z,81.0,Sense
2025-10-29T10:42:30Z,82.0,Sense
2025-10-29T10:42:35Z,84.0,Sense
2025-10-29T10:42:50Z,83.0,Sense
2025-10-29T10:43:05Z,82.0,Sense
2025-10-29T10:43:20Z,83.0,Sense
2025-10-29T10:43:35Z,80.0,Sense
2025-10-29T10:43:40Z,78.0,Sense
2025-10-29T10:43:55Z,78.0,Sense
2025-10-29T10:44:00Z,79.0,Sense
2025-10-29T10:44:10Z,83.0,Sense
2025-10-29T10:44:15Z,85.0,Sense
2025-10-29T10:44:20Z,83.0,Sense
2025-10-29T10:44:25Z,85.0,Sense
2025-10-29T10:44:30Z,86.0,Sense
2025-10-29T10:44:35Z,85.0,Sense
2025-10-29T10:44:40Z,85.0,Sense
2025-10-29T10:44:50Z,87.0,Sense
2025-10-29T10:44:55Z,90.0,Sense
2025-10-29T10:45:00Z,87.0,Sense
2025-10-29T10:45:05Z,86.0,Sense
2025-10-29T10:45:10Z,85.0,Sense
2025-10-29T10:45:15Z,84.0,Sense
2025-10-29T10:45:25Z,83.0,Sense
2025-10-29T10:45:30Z,82.0,Sense
2025-10-29T10:45:35Z,83.0,Sense
2025-10-29T10:45:50Z,83.0,Sense
2025-10-29T10:45:55Z,82.0,Sense
2025-10-29T10:46:05Z,81.0,Sense
2025-10-29T10:46:10Z,80.0,Sense
