timestamp,temperature celsius,data source
2025-10-31T00:00:00Z,25.4,Sense
2025-10-31T00:01:00Z,25.4,Sense
2025-10-31T00:02:00Z,25.4,Sense
2025-10-31T00:03:00Z,25.4,Sense
2025-10-31T00:04:00Z,25.4,Sense
2025-10-31T00:05:00Z,25.4,Sense
2025-10-31T00:06:00Z,25.4,Sense
2025-10-31T00:07:00Z,25.4,Sense
2025-10-31T00:08:00Z,25.4,Sense
2025-10-31T00:09:00Z,25.4,Sense
2025-10-31T00:10:00Z,25.4,Sense
2025-10-31T00:11:00Z,25.4,Sense
2025-10-31T00:12:00Z,25.4,Sense
2025-10-31T00:13:00Z,25.4,Sense
2025-10-31T00:14:00Z,25.4,Sense
2025-10-31T00:15:00Z,25.4,Sense
2025-10-31T00:16:00Z,25.4,Sense
2025-10-31T00:17:00Z,25.4,Sense
2025-10-31T00:18:00Z,25.4,Sense
2025-10-31T00:19:00Z,25.4,Sense
2025-10-31T00:20:00Z,25.4,Sense
2025-10-31T00:21:00Z,25.4,Sense
2025-10-31T00:22:00Z,25.4,Sense
2025-10-31T00:23:00Z,25.4,Sense
2025-10-31T00:24:00Z,25.4,Sense
2025-10-31T00:25:00Z,25.4,Sense
2025-10-31T00:26:00Z,25.4,Sense
2025-10-31T00:27:00Z,25.4,Sense
2025-10-31T00:28:00Z,25.4,Sense
2025-10-31T00:29:00Z,25.4,Sense
2025-10-31T00:30:00Z,25.4,Sense
2025-10-31T00:31:00Z,25.4,Sense
2025-10-31T00:32:00Z,25.4,Sense
2025-10-31T00:33:00Z,25.4,Sense
2025-10-31T00:34:00Z,25.4,Sense
2025-10-31T00:35:00Z,25.4,Sense
2025-10-31T00:36:00Z,25.4,Sense
2025-10-31T00:37:00Z,25.4,Sense
2025-10-31T00:38:00Z,25.4,Sense
2025-10-31T00:39:00Z,25.4,Sense
2025-10-31T00:40:00Z,25.4,Sense
2025-10-31T00:41:00Z,25.4,Sense
2025-10-31T00:42:00Z,25.4,Sense
2025-10-31T00:43:00Z,25.4,Sense
2025-10-31T00:44:00Z,25.4,Sense
2025-10-31T00:45:00Z,25.4,Sense
2025-10-31T00:46:00Z,25.4,Sense
2025-10-31T00:47:00Z,25.4,Sense
2025-10-31T00:48:00Z,25.4,Sense
2025-10-31T00:49:00Z,25.4,Sense
2025-10-31T00:50:00Z,25.4,Sense
2025-10-31T00:51:00Z,25.4,Sense
