timestamp,beats per minute,data source
2025-10-31T03:22:12Z,93.0,Sense
2025-10-31T03:22:17Z,83.0,Sense
2025-10-31T03:22:22Z,82.0,Sense
2025-10-31T03:22:27Z,83.0,Sense
2025-10-31T03:22:37Z,82.0,Sense
2025-10-31T03:22:47Z,83.0,Sense
2025-10-31T03:22:52Z,82.0,Sense
2025-10-31T03:22:57Z,80.0,Sense
2025-10-31T03:23:02Z,78.0,Sense
2025-10-31T03:23:17Z,80.0,Sense
2025-10-31T03:23:22Z,84.0,Sense
2025-10-31T03:23:27Z,86.0,Sense
2025-10-31T03:23:37Z,89.0,Sense
2025-10-31T03:23:47Z,90.0,Sense
2025-10-31T03:23:52Z,89.0,Sense
2025-10-31T03:24:07Z,95.0,Sense
2025-10-31T03:24:12Z,97.0,Sense
2025-10-31T03:24:17Z,97.0,Sense
2025-10-31T03:24:22Z,97.0,Sense
2025-10-31T03:24:27Z,95.0,Sense
2025-10-31T03:24:32Z,97.0,Sense
2025-10-31T03:24:37Z,95.0,Sense
2025-10-31T03:24:47Z,96.0,Sense
2025-10-31T03:24:52Z,96.0,Sense
2025-10-31T03:24:57Z,94.0,Sense
2025-10-31T03:25:02Z,97.0,Sense
2025-10-31T03:25:07Z,96.0,Sense
2025-10-31T03:25:12Z,98.0,Sense
2025-10-31T03:25:17Z,101.0,Sense
2025-10-31T03:25:22Z,100.0,Sense
2025-10-31T03:25:37Z,99.0,Sense
2025-10-31T03:25:42Z,101.0,Sense
2025-10-31T03:25:47Z,102.0,Sense
2025-10-31T03:25:52Z,101.0,Sense
2025-10-31T03:26:02Z,101.0,Sense
2025-10-31T03:26:12Z,99.0,Sense
2025-10-31T03:26:17Z,100.0,Sense
2025-10-31T03:26:22Z,98.0,Sense
2025-10-31T03:26:27Z,99.0,Sense
2025-10-31T03:26:32Z,97.0,Sense
2025-10-31T03:26:37Z,96.0,Sense
2025-10-31T03:26:42Z,95.0,Sense
2025-10-31T03:26:47Z,97.0,Sense
2025-10-31T03:26:57Z,96.0,Sense
2025-10-31T03:27:02Z,91.0,Sense
2025-10-31T03:27:07Z,93.0,Sense
2025-10-31T03:27:12Z,96.0,Sense
2025-10-31T03:27:22Z,95.0,Sense
2025-10-31T03:27:27Z,93.0,Sense
2025-10-31T03:27:32Z,90.0,Sense
2025-10-31T03:27:37Z,88.0,Sense
2025-10-31T03:27:42Z,85.0,Sense
2025-10-31T03:27:57Z,85.0,Sense
2025-10-31T03:28:02Z,86.0,Sense
2025-10-31T03:28:07Z,87.0,Sense
