timestamp,steps,data source
2025-03-25T08:14:00Z,27,Sense
2025-03-25T08:15:00Z,81,Sense
2025-03-25T08:16:00Z,16,Sense
2025-03-25T08:17:00Z,21,Sense
2025-03-25T08:27:00Z,40,Sense
2025-03-25T08:28:00Z,65,Sense
2025-03-25T08:29:00Z,24,Sense
2025-03-25T09:23:00Z,7,Sense
2025-03-25T10:20:00Z,9,Sense
2025-03-25T11:38:00Z,88,Sense
2025-03-25T11:39:00Z,89,Sense
2025-03-25T11:40:00Z,82,Sense
2025-03-25T11:41:00Z,44,Sense
2025-03-25T11:42:00Z,17,Sense
2025-03-25T11:48:00Z,53,Sense
2025-03-25T11:49:00Z,95,Sense
2025-03-25T11:50:00Z,93,Sense
2025-03-25T11:51:00Z,80,Sense
2025-03-25T11:52:00Z,23,Sense
2025-03-25T11:53:00Z,15,Sense
2025-03-25T11:54:00Z,24,Sense
2025-03-25T13:56:00Z,12,Sense
2025-03-25T13:59:00Z,13,Sense
2025-03-25T15:13:00Z,53,Sense
2025-03-25T15:14:00Z,88,Sense
2025-03-25T15:15:00Z,14,Sense
2025-03-25T15:16:00Z,7,Sense
2025-03-25T15:17:00Z,12,Sense
2025-03-25T15:18:00Z,6,Sense
2025-03-25T15:25:00Z,20,Sense
2025-03-25T15:26:00Z,89,Sense
2025-03-25T15:27:00Z,2,Sense
2025-03-25T15:33:00Z,4,Sense
2025-03-25T16:26:00Z,8,Sense
2025-03-25T18:09:00Z,9,Sense
2025-03-25T18:35:00Z,10,Sense
2025-03-25T18:36:00Z,25,Sense
2025-03-25T18:37:00Z,19,Sense
2025-03-25T18:38:00Z,26,Sense
2025-03-26T06:17:00Z,33,Sense
2025-03-26T06:18:00Z,93,Sense
2025-03-26T06:19:00Z,56,Sense
2025-03-26T06:20:00Z,36,Sense
2025-03-26T06:21:00Z,15,Sense
2025-03-26T06:22:00Z,73,Sense
2025-03-26T06:23:00Z,96,Sense
2025-03-26T06:24:00Z,79,Sense
2025-03-26T06:25:00Z,41,Sense
2025-03-26T06:26:00Z,33,Sense
2025-03-26T06:27:00Z,54,Sense
2025-03-26T06:28:00Z,53,Sense
2025-03-26T06:29:00Z,78,Sense
2025-03-26T06:30:00Z,86,Sense
2025-03-26T06:31:00Z,27,Sense
2025-03-26T06:52:00Z,9,Sense
2025-03-26T07:07:00Z,7,Sense
2025-03-26T07:08:00Z,23,Sense
2025-03-26T07:09:00Z,9,Sense
2025-03-26T07:10:00Z,6,Sense
2025-03-26T07:28:00Z,16,Sense
2025-03-26T07:29:00Z,22,Sense
2025-03-26T07:30:00Z,14,Sense
2025-03-26T07:33:00Z,14,Sense
2025-03-26T07:34:00Z,34,Sense
2025-03-26T07:35:00Z,105,Sense
2025-03-26T07:36:00Z,90,Sense
2025-03-26T07:37:00Z,43,Sense
2025-03-26T07:38:00Z,39,Sense
2025-03-26T07:39:00Z,16,Sense
2025-03-26T07:40:00Z,64,Sense
2025-03-26T07:41:00Z,20,Sense
2025-03-26T07:50:00Z,61,Sense
2025-03-26T07:51:00Z,40,Sense
2025-03-26T07:52:00Z,56,Sense
2025-03-26T07:53:00Z,71,Sense
2025-03-26T07:54:00Z,72,Sense
2025-03-26T07:55:00Z,51,Sense
2025-03-26T07:56:00Z,49,Sense
2025-03-26T07:57:00Z,72,Sense
2025-03-26T07:58:00Z,43,Sense
2025-03-26T08:20:00Z,8,Sense
2025-03-26T08:22:00Z,5,Sense
2025-03-26T08:25:00Z,10,Sense
2025-03-26T08:28:00Z,4,Sense
2025-03-26T08:33:00Z,5,Sense
2025-03-26T08:34:00Z,12,Sense
2025-03-26T08:44:00Z,15,Sense
2025-03-26T09:30:00Z,6,Sense
2025-03-26T09:39:00Z,13,Sense
2025-03-26T09:43:00Z,12,Sense
2025-03-26T09:44:00Z,80,Sense
2025-03-26T09:45:00Z,49,Sense
2025-03-26T09:46:00Z,86,Sense
2025-03-26T09:47:00Z,8,Sense
2025-03-26T09:51:00Z,12,Sense
2025-03-26T09:52:00Z,16,Sense
2025-03-26T09:53:00Z,13,Sense
2025-03-26T10:10:00Z,21,Sense
2025-03-26T10:11:00Z,7,Sense
2025-03-26T10:12:00Z,16,Sense
2025-03-26T10:13:00Z,64,Sense
2025-03-26T10:14:00Z,92,Sense
2025-03-26T10:15:00Z,54,Sense
2025-03-26T10:16:00Z,75,Sense
2025-03-26T10:17:00Z,82,Sense
2025-03-26T10:18:00Z,59,Sense
2025-03-26T10:19:00Z,56,Sense
2025-03-26T10:20:00Z,85,Sense
2025-03-26T10:21:00Z,42,Sense
2025-03-26T10:22:00Z,15,Sense
2025-03-26T10:23:00Z,35,Sense
2025-03-26T10:24:00Z,21,Sense
2025-03-26T10:25:00Z,35,Sense
2025-03-26T10:29:00Z,32,Sense
2025-03-26T10:33:00Z,6,Sense
2025-03-26T10:54:00Z,46,Sense
2025-03-26T10:55:00Z,19,Sense
2025-03-26T11:15:00Z,8,Sense
2025-03-26T11:20:00Z,7,Sense
2025-03-26T11:44:00Z,82,Sense
2025-03-26T11:45:00Z,93,Sense
2025-03-26T11:46:00Z,92,Sense
2025-03-26T11:47:00Z,6,Sense
2025-03-26T11:53:00Z,11,Sense
2025-03-26T11:54:00Z,78,Sense
2025-03-26T11:55:00Z,81,Sense
2025-03-26T11:56:00Z,88,Sense
2025-03-26T11:57:00Z,74,Sense
2025-03-26T11:58:00Z,89,Sense
2025-03-26T11:59:00Z,75,Sense
2025-03-26T12:00:00Z,73,Sense
2025-03-26T12:01:00Z,75,Sense
2025-03-26T12:02:00Z,79,Sense
2025-03-26T12:03:00Z,63,Sense
2025-03-26T12:04:00Z,95,Sense
2025-03-26T12:05:00Z,80,Sense
2025-03-26T12:06:00Z,76,Sense
2025-03-26T12:07:00Z,63,Sense
2025-03-26T12:08:00Z,80,Sense
2025-03-26T12:09:00Z,87,Sense
2025-03-26T12:10:00Z,71,Sense
2025-03-26T12:11:00Z,78,Sense
2025-03-26T12:12:00Z,76,Sense
2025-03-26T12:13:00Z,72,Sense
2025-03-26T12:14:00Z,62,Sense
2025-03-26T12:15:00Z,56,Sense
2025-03-26T12:16:00Z,59,Sense
2025-03-26T12:17:00Z,57,Sense
2025-03-26T12:18:00Z,83,Sense
2025-03-26T12:19:00Z,80,Sense
2025-03-26T12:20:00Z,80,Sense
2025-03-26T12:21:00Z,96,Sense
2025-03-26T12:22:00Z,77,Sense
2025-03-26T12:23:00Z,81,Sense
2025-03-26T12:24:00Z,89,Sense
2025-03-26T12:25:00Z,32,Sense
2025-03-26T15:05:00Z,9,Sense
2025-03-26T15:08:00Z,75,Sense
2025-03-26T15:09:00Z,31,Sense
2025-03-26T15:11:00Z,18,Sense
2025-03-26T15:22:00Z,40,Sense
2025-03-26T15:23:00Z,59,Sense
2025-03-26T15:24:00Z,33,Sense
2025-03-26T18:17:00Z,10,Sense
2025-03-26T19:30:00Z,11,Sense
2025-03-26T20:02:00Z,8,Sense
2025-03-26T20:07:00Z,7,Sense
2025-03-26T20:12:00Z,14,Sense
2025-03-26T21:22:00Z,20,Sense
2025-03-26T21:23:00Z,9,Sense
2025-03-26T21:24:00Z,28,Sense
2025-03-26T21:25:00Z,15,Sense
2025-03-26T21:26:00Z,20,Sense
2025-03-26T21:27:00Z,36,Sense
2025-03-26T21:28:00Z,7,Sense
2025-03-26T22:43:00Z,7,Sense
2025-03-27T04:46:00Z,4,Sense
2025-03-27T04:56:00Z,5,Sense
2025-03-27T06:01:00Z,44,Sense
2025-03-27T06:02:00Z,92,Sense
2025-03-27T06:03:00Z,37,Sense
2025-03-27T06:04:00Z,74,Sense
2025-03-27T06:05:00Z,102,Sense
2025-03-27T06:06:00Z,48,Sense
2025-03-27T09:12:00Z,9,Sense
2025-03-27T09:13:00Z,50,Sense
2025-03-27T09:14:00Z,46,Sense
2025-03-27T09:15:00Z,42,Sense
2025-03-27T09:16:00Z,17,Sense
2025-03-27T09:25:00Z,17,Sense
2025-03-27T09:26:00Z,11,Sense
2025-03-27T09:27:00Z,11,Sense
2025-03-27T09:28:00Z,20,Sense
2025-03-27T09:29:00Z,24,Sense
2025-03-27T09:39:00Z,10,Sense
2025-03-27T09:40:00Z,62,Sense
2025-03-27T09:41:00Z,104,Sense
2025-03-27T09:42:00Z,93,Sense
2025-03-27T09:43:00Z,57,Sense
2025-03-27T09:44:00Z,23,Sense
2025-03-27T09:45:00Z,64,Sense
2025-03-27T09:46:00Z,97,Sense
2025-03-27T09:47:00Z,96,Sense
2025-03-27T09:48:00Z,87,Sense
2025-03-27T09:49:00Z,62,Sense
2025-03-27T09:50:00Z,47,Sense
2025-03-27T09:51:00Z,52,Sense
2025-03-27T09:52:00Z,81,Sense
2025-03-27T09:53:00Z,30,Sense
2025-03-27T09:54:00Z,20,Sense
2025-03-27T09:55:00Z,64,Sense
2025-03-27T09:56:00Z,83,Sense
2025-03-27T09:57:00Z,35,Sense
2025-03-27T10:07:00Z,48,Sense
2025-03-27T10:08:00Z,6,Sense
2025-03-27T10:09:00Z,18,Sense
2025-03-27T10:10:00Z,28,Sense
2025-03-27T10:25:00Z,5,Sense
2025-03-27T10:26:00Z,18,Sense
2025-03-27T12:02:00Z,6,Sense
2025-03-27T12:32:00Z,8,Sense
2025-03-27T12:33:00Z,10,Sense
2025-03-27T12:34:00Z,27,Sense
2025-03-27T12:35:00Z,22,Sense
2025-03-27T12:36:00Z,32,Sense
2025-03-27T12:37:00Z,28,Sense
2025-03-27T12:38:00Z,41,Sense
2025-03-27T12:39:00Z,62,Sense
2025-03-27T12:40:00Z,105,Sense
2025-03-27T12:41:00Z,49,Sense
