timestamp,steps,data source
2025-08-01T03:31:34Z,2,MobileTrack
2025-08-01T03:32:34Z,73,MobileTrack
2025-08-01T03:33:34Z,79,MobileTrack
2025-08-01T03:34:34Z,44,MobileTrack
2025-08-01T03:35:34Z,1,MobileTrack
2025-08-01T03:36:34Z,49,MobileTrack
2025-08-01T03:43:34Z,15,MobileTrack
2025-08-01T03:44:34Z,39,MobileTrack
2025-08-01T03:45:34Z,16,MobileTrack
2025-08-01T03:49:34Z,2,MobileTrack
2025-08-01T03:50:34Z,51,MobileTrack
2025-08-01T03:51:34Z,84,MobileTrack
2025-08-01T03:52:34Z,93,MobileTrack
2025-08-01T03:53:34Z,5,MobileTrack
2025-08-01T07:45:29Z,2,MobileTrack
2025-08-01T07:46:29Z,86,MobileTrack
2025-08-01T07:47:29Z,50,MobileTrack
2025-08-01T07:49:29Z,1,MobileTrack
2025-08-01T07:50:00Z,36,Sense 2
2025-08-01T07:51:00Z,127,Sense 2
2025-08-01T07:52:00Z,81,Sense 2
2025-08-01T07:53:00Z,99,Sense 2
2025-08-01T07:54:00Z,103,Sense 2
2025-08-01T07:55:00Z,101,Sense 2
2025-08-01T07:56:00Z,68,Sense 2
2025-08-01T07:57:00Z,61,Sense 2
2025-08-01T07:58:00Z,91,Sense 2
2025-08-01T07:59:00Z,5,Sense 2
2025-08-01T08:24:00Z,59,Sense 2
2025-08-01T08:25:00Z,27,Sense 2
2025-08-01T08:46:00Z,35,Sense 2
2025-08-01T08:47:00Z,27,Sense 2
2025-08-01T08:48:29Z,34,MobileTrack
2025-08-01T08:49:00Z,10,Sense 2
2025-08-01T08:51:29Z,99,MobileTrack
2025-08-01T08:52:29Z,90,MobileTrack
2025-08-01T08:53:29Z,94,MobileTrack
2025-08-01T08:54:29Z,72,MobileTrack
2025-08-01T08:55:29Z,69,MobileTrack
2025-08-01T08:56:29Z,9,MobileTrack
2025-08-01T08:59:29Z,1,MobileTrack
2025-08-01T09:00:29Z,26,MobileTrack
2025-08-01T09:01:29Z,95,MobileTrack
2025-08-01T09:02:29Z,15,MobileTrack
2025-08-01T11:02:29Z,1,MobileTrack
2025-08-01T11:03:29Z,48,MobileTrack
2025-08-01T11:04:29Z,102,MobileTrack
2025-08-01T11:05:29Z,43,MobileTrack
2025-08-01T11:06:29Z,102,MobileTrack
2025-08-01T11:07:29Z,91,MobileTrack
2025-08-01T11:08:29Z,118,MobileTrack
2025-08-01T11:09:29Z,87,MobileTrack
2025-08-01T11:10:29Z,51,MobileTrack
2025-08-01T11:11:29Z,75,MobileTrack
2025-08-01T11:12:29Z,78,MobileTrack
2025-08-01T11:13:29Z,66,MobileTrack
2025-08-01T11:14:29Z,47,MobileTrack
2025-08-01T11:15:29Z,50,MobileTrack
2025-08-01T11:16:29Z,77,MobileTrack
2025-08-01T11:17:29Z,84,MobileTrack
2025-08-01T11:18:29Z,23,MobileTrack
2025-08-01T11:19:29Z,1,MobileTrack
2025-08-01T11:20:29Z,87,MobileTrack
2025-08-01T11:21:29Z,97,MobileTrack
2025-08-01T11:22:29Z,44,MobileTrack
2025-08-01T11:23:29Z,16,MobileTrack
2025-08-01T11:24:29Z,85,MobileTrack
2025-08-01T11:25:29Z,54,MobileTrack
2025-08-01T11:26:29Z,100,MobileTrack
2025-08-01T11:27:29Z,28,MobileTrack
2025-08-01T14:54:29Z,2,MobileTrack
2025-08-01T14:55:29Z,85,MobileTrack
2025-08-01T14:56:29Z,64,MobileTrack
2025-08-01T14:57:29Z,19,MobileTrack
2025-08-01T14:58:29Z,21,MobileTrack
2025-08-01T15:11:29Z,16,MobileTrack
2025-08-01T15:12:29Z,65,MobileTrack
2025-08-01T15:13:29Z,108,MobileTrack
2025-08-01T15:14:29Z,30,MobileTrack
2025-08-02T08:22:29Z,2,MobileTrack
2025-08-02T08:23:29Z,81,MobileTrack
2025-08-02T08:24:29Z,53,MobileTrack
2025-08-02T08:25:29Z,1,MobileTrack
2025-08-02T08:26:29Z,21,MobileTrack
2025-08-02T08:27:29Z,35,MobileTrack
2025-08-02T08:37:29Z,2,MobileTrack
2025-08-02T08:38:29Z,55,MobileTrack
2025-08-02T08:39:29Z,72,MobileTrack
2025-08-02T08:40:29Z,21,MobileTrack
2025-08-02T11:54:29Z,2,MobileTrack
2025-08-02T11:55:29Z,97,MobileTrack
2025-08-02T11:56:29Z,67,MobileTrack
2025-08-02T11:57:29Z,21,MobileTrack
2025-08-02T12:04:29Z,16,MobileTrack
2025-08-02T12:05:29Z,87,MobileTrack
2025-08-02T12:06:29Z,89,MobileTrack
2025-08-02T13:52:29Z,2,MobileTrack
2025-08-02T13:53:29Z,89,MobileTrack
2025-08-02T13:54:29Z,104,MobileTrack
2025-08-02T13:55:29Z,50,MobileTrack
2025-08-02T13:56:29Z,94,MobileTrack
2025-08-02T13:57:29Z,97,MobileTrack
2025-08-02T13:58:29Z,103,MobileTrack
2025-08-02T13:59:29Z,92,MobileTrack
2025-08-02T14:00:29Z,58,MobileTrack
2025-08-02T14:01:29Z,52,MobileTrack
2025-08-02T14:18:29Z,1,MobileTrack
2025-08-02T14:19:29Z,57,MobileTrack
2025-08-02T14:20:29Z,51,MobileTrack
2025-08-02T14:21:29Z,51,MobileTrack
2025-08-02T14:22:29Z,78,MobileTrack
2025-08-02T14:23:29Z,60,MobileTrack
2025-08-02T14:24:29Z,27,MobileTrack
2025-08-02T14:25:29Z,47,MobileTrack
2025-08-02T14:26:29Z,18,MobileTrack
2025-08-02T14:27:29Z,101,MobileTrack
2025-08-02T14:28:29Z,43,MobileTrack
2025-08-02T14:29:29Z,20,MobileTrack
2025-08-02T14:30:29Z,15,MobileTrack
2025-08-02T14:37:29Z,10,MobileTrack
2025-08-02T14:38:29Z,62,MobileTrack
2025-08-02T14:39:29Z,104,MobileTrack
2025-08-02T14:40:29Z,13,MobileTrack
2025-08-02T19:40:29Z,1,MobileTrack
2025-08-02T19:41:29Z,11,MobileTrack
2025-08-02T19:42:29Z,74,MobileTrack
2025-08-02T19:43:29Z,98,MobileTrack
2025-08-02T19:44:29Z,31,MobileTrack
2025-08-02T19:45:29Z,39,MobileTrack
2025-08-02T19:46:29Z,100,MobileTrack
2025-08-02T19:47:29Z,104,MobileTrack
2025-08-02T19:48:29Z,20,MobileTrack
2025-08-03T08:02:29Z,14,MobileTrack
2025-08-03T08:19:29Z,2,MobileTrack
2025-08-03T08:20:29Z,93,MobileTrack
2025-08-03T08:21:29Z,27,MobileTrack
2025-08-03T08:22:29Z,11,MobileTrack
2025-08-03T08:33:29Z,1,MobileTrack
2025-08-03T08:34:29Z,32,MobileTrack
2025-08-03T08:35:29Z,29,MobileTrack
2025-08-03T08:36:29Z,77,MobileTrack
2025-08-03T10:36:00Z,9,Sense
2025-08-03T11:24:00Z,4,Sense
2025-08-03T11:25:00Z,23,Sense
2025-08-03T11:26:00Z,40,Sense
2025-08-03T11:27:00Z,36,Sense
2025-08-03T11:37:00Z,7,Sense
2025-08-03T11:48:00Z,5,Sense
2025-08-03T12:05:00Z,18,Sense
2025-08-03T12:07:00Z,95,Sense
2025-08-03T12:08:00Z,24,Sense
2025-08-03T12:11:00Z,35,Sense
2025-08-03T12:12:00Z,89,Sense
2025-08-03T12:13:00Z,9,Sense
2025-08-03T12:19:00Z,20,Sense
2025-08-03T12:21:00Z,8,Sense
2025-08-03T14:44:00Z,6,Sense
2025-08-03T14:47:00Z,4,Sense
2025-08-03T15:40:00Z,7,Sense
2025-08-03T15:55:00Z,13,Sense
2025-08-03T15:56:00Z,7,Sense
2025-08-03T15:57:00Z,35,Sense
2025-08-03T15:58:00Z,70,Sense
2025-08-03T15:59:00Z,67,Sense
2025-08-03T16:00:00Z,91,Sense
2025-08-03T16:01:00Z,21,Sense
2025-08-03T16:05:00Z,6,Sense
2025-08-03T16:06:00Z,12,Sense
2025-08-03T16:12:00Z,6,Sense
2025-08-03T16:16:00Z,56,Sense
2025-08-03T16:17:00Z,6,Sense
2025-08-03T18:58:00Z,6,Sense
2025-08-03T19:17:00Z,9,Sense
2025-08-03T19:18:00Z,10,Sense
2025-08-03T19:19:00Z,14,Sense
2025-08-04T03:12:29Z,2,MobileTrack
2025-08-04T03:13:29Z,75,MobileTrack
2025-08-04T03:14:29Z,75,MobileTrack
2025-08-04T03:23:29Z,2,MobileTrack
2025-08-04T03:24:29Z,49,MobileTrack
2025-08-04T03:25:29Z,57,MobileTrack
2025-08-04T03:26:29Z,74,MobileTrack
2025-08-04T03:58:29Z,1,MobileTrack
2025-08-04T03:59:29Z,42,MobileTrack
2025-08-04T04:00:29Z,85,MobileTrack
2025-08-04T04:06:29Z,2,MobileTrack
2025-08-04T04:07:29Z,65,MobileTrack
2025-08-04T04:08:29Z,43,MobileTrack
2025-08-04T08:04:00Z,8,Sense
2025-08-04T08:05:00Z,33,Sense
2025-08-04T08:06:00Z,88,Sense
2025-08-04T08:07:00Z,37,Sense
2025-08-04T08:17:00Z,52,Sense
2025-08-04T08:18:00Z,74,Sense
2025-08-04T08:19:00Z,78,Sense
2025-08-04T08:20:00Z,105,Sense
2025-08-04T08:21:00Z,50,Sense
2025-08-04T08:22:00Z,35,Sense
2025-08-04T08:24:00Z,80,Sense
2025-08-04T08:25:00Z,116,Sense
2025-08-04T08:26:00Z,89,Sense
2025-08-04T08:27:00Z,128,Sense
2025-08-04T08:28:00Z,74,Sense
2025-08-04T08:29:00Z,90,Sense
2025-08-04T08:30:00Z,90,Sense
2025-08-04T08:31:00Z,99,Sense
2025-08-04T08:32:00Z,105,Sense
2025-08-04T08:33:00Z,52,Sense
2025-08-04T08:34:00Z,33,Sense
2025-08-04T08:36:00Z,56,Sense
2025-08-04T08:37:00Z,16,Sense
2025-08-04T10:57:49Z,1,MobileTrack
2025-08-04T10:58:49Z,24,MobileTrack
2025-08-04T10:59:49Z,66,MobileTrack
2025-08-04T11:00:49Z,40,MobileTrack
2025-08-04T11:01:49Z,58,MobileTrack
2025-08-04T11:02:49Z,67,MobileTrack
2025-08-04T11:03:49Z,19,MobileTrack
2025-08-04T12:15:49Z,2,MobileTrack
2025-08-04T12:16:49Z,70,MobileTrack
2025-08-04T12:17:49Z,52,MobileTrack
2025-08-04T12:18:49Z,55,MobileTrack
2025-08-04T12:19:49Z,68,MobileTrack
2025-08-04T14:33:00Z,40,Sense
2025-08-04T14:34:00Z,42,Sense
2025-08-04T14:35:00Z,101,Sense
2025-08-04T14:36:00Z,37,Sense
2025-08-04T14:37:00Z,42,Sense
2025-08-04T14:38:00Z,12,Sense
2025-08-04T14:40:00Z,29,Sense
2025-08-04T14:41:00Z,35,Sense
2025-08-04T14:42:00Z,121,Sense
2025-08-04T14:43:00Z,75,Sense
2025-08-04T14:44:00Z,73,Sense
2025-08-04T14:45:00Z,84,Sense
2025-08-04T14:46:00Z,17,Sense
2025-08-04T14:47:00Z,7,Sense
2025-08-04T14:48:00Z,17,Sense
2025-08-04T14:53:00Z,26,Sense
2025-08-04T14:54:00Z,53,Sense
2025-08-04T14:55:00Z,97,Sense
2025-08-04T14:56:00Z,1,Sense
2025-08-04T14:59:00Z,9,Sense
2025-08-04T20:09:49Z,2,MobileTrack
2025-08-04T20:10:49Z,78,MobileTrack
2025-08-04T20:11:49Z,97,MobileTrack
