timestamp,beats per minute
2025-10-17T08:03:54Z,65.0
2025-10-17T08:05:53Z,67.0
2025-10-17T08:05:58Z,66.0
2025-10-17T08:06:03Z,64.0
2025-10-17T08:06:08Z,66.0
2025-10-17T08:06:23Z,64.0
2025-10-17T08:06:33Z,65.0
2025-10-17T08:06:43Z,68.0
2025-10-17T08:06:48Z,72.0
2025-10-17T08:06:53Z,71.0
2025-10-17T08:06:58Z,73.0
2025-10-17T08:07:03Z,74.0
2025-10-17T08:07:13Z,76.0
2025-10-17T08:07:21Z,76.0
2025-10-17T08:07:31Z,75.0
2025-10-17T08:07:36Z,74.0
2025-10-17T08:07:41Z,71.0
2025-10-17T08:07:46Z,70.0
2025-10-17T08:07:51Z,67.0
2025-10-17T08:07:56Z,65.0
2025-10-17T08:08:01Z,66.0
2025-10-17T08:08:10Z,68.0
2025-10-17T08:08:20Z,72.0
2025-10-17T08:08:25Z,74.0
2025-10-17T08:08:30Z,76.0
2025-10-17T08:08:35Z,74.0
2025-10-17T08:08:45Z,72.0
2025-10-17T08:08:50Z,73.0
2025-10-17T08:09:00Z,76.0
2025-10-17T08:09:05Z,77.0
2025-10-17T08:09:10Z,78.0
2025-10-17T08:09:20Z,76.0
2025-10-17T08:09:25Z,75.0
2025-10-17T08:09:30Z,76.0
2025-10-17T08:09:35Z,79.0
2025-10-17T08:09:40Z,76.0
2025-10-17T08:09:45Z,71.0
2025-10-17T08:09:50Z,75.0
2025-10-17T08:09:55Z,80.0
2025-10-17T08:10:00Z,81.0
2025-10-17T08:10:05Z,82.0
2025-10-17T08:10:10Z,83.0
2025-10-17T08:10:15Z,82.0
2025-10-17T08:10:20Z,86.0
2025-10-17T08:10:35Z,86.0
2025-10-17T08:10:40Z,85.0
2025-10-17T08:10:45Z,83.0
2025-10-17T08:10:50Z,81.0
2025-10-17T08:10:55Z,82.0
2025-10-17T08:11:00Z,83.0
2025-10-17T08:11:05Z,84.0
2025-10-17T08:11:10Z,85.0
2025-10-17T08:11:15Z,87.0
2025-10-17T08:11:25Z,87.0
2025-10-17T08:11:30Z,86.0
2025-10-17T08:11:35Z,85.0
2025-10-17T08:11:50Z,84.0
2025-10-17T08:12:05Z,83.0
2025-10-17T08:12:10Z,82.0
2025-10-17T08:12:15Z,81.0
2025-10-17T08:12:20Z,80.0
2025-10-17T08:12:30Z,83.0
2025-10-17T08:12:35Z,87.0
2025-10-17T08:12:40Z,86.0
2025-10-17T08:12:45Z,85.0
2025-10-17T08:12:50Z,86.0
2025-10-17T08:12:55Z,88.0
2025-10-17T08:13:00Z,86.0
2025-10-17T08:13:05Z,84.0
