timestamp,level,data source
2025-10-28T13:34:00Z,SEDENTARY,Fitbit App
2025-10-28T13:35:00Z,SEDENTARY,Fitbit App
2025-10-28T13:36:00Z,SEDENTARY,Fitbit App
2025-10-28T13:37:00Z,SEDENTARY,Fitbit App
2025-10-28T13:38:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-10-28T13:39:00Z,SEDENTARY,Fitbit App
2025-10-28T13:57:00Z,SEDENTARY,Fitbit App
2025-10-28T14:02:00Z,SEDENTARY,Fitbit App
2025-10-28T14:03:00Z,SEDENTARY,Fitbit App
2025-10-28T14:04:00Z,SEDENTARY,Fitbit App
2025-10-28T14:06:00Z,SEDENTARY,Fitbit App
2025-10-28T14:11:00Z,SEDENTARY,Fitbit App
2025-10-28T15:10:00Z,SEDENTARY,Fitbit App
2025-10-28T15:11:00Z,SEDENTARY,Fitbit App
2025-10-28T15:12:00Z,SEDENTARY,Fitbit App
2025-10-28T15:13:00Z,SEDENTARY,Fitbit App
2025-10-28T15:15:00Z,SEDENTARY,Fitbit App
2025-10-28T15:19:00Z,SEDENTARY,Fitbit App
2025-10-28T15:23:00Z,SEDENTARY,Fitbit App
2025-10-28T15:24:00Z,SEDENTARY,Fitbit App
2025-10-28T15:27:00Z,SEDENTARY,Fitbit App
2025-10-28T15:28:00Z,SEDENTARY,Fitbit App
2025-10-28T15:30:00Z,SEDENTARY,Fitbit App
2025-10-28T15:35:00Z,SEDENTARY,Fitbit App
2025-10-28T15:36:00Z,SEDENTARY,Fitbit App
2025-10-28T15:40:00Z,SEDENTARY,Fitbit App
2025-10-28T15:45:00Z,SEDENTARY,Fitbit App
2025-10-28T15:46:00Z,SEDENTARY,Fitbit App
2025-10-28T15:47:00Z,SEDENTARY,Fitbit App
2025-10-28T15:48:00Z,SEDENTARY,Fitbit App
2025-10-28T15:51:00Z,SEDENTARY,Fitbit App
2025-10-28T15:52:00Z,SEDENTARY,Fitbit App
