timestamp,beats per minute,data source
2025-10-28T13:35:02Z,83.0,Sense
2025-10-28T13:35:12Z,81.0,Sense
2025-10-28T13:35:22Z,83.0,Sense
2025-10-28T13:35:27Z,81.0,Sense
2025-10-28T13:35:32Z,80.0,Sense
2025-10-28T13:35:47Z,79.0,Sense
2025-10-28T13:35:52Z,83.0,Sense
2025-10-28T13:36:02Z,82.0,Sense
2025-10-28T13:36:07Z,75.0,Sense
2025-10-28T13:36:12Z,73.0,Sense
2025-10-28T13:36:17Z,72.0,Sense
2025-10-28T13:36:32Z,70.0,Sense
2025-10-28T13:36:37Z,68.0,Sense
2025-10-28T13:36:42Z,66.0,Sense
2025-10-28T13:36:47Z,65.0,Sense
2025-10-28T13:36:52Z,67.0,Sense
2025-10-28T13:36:57Z,71.0,Sense
2025-10-28T13:37:02Z,74.0,Sense
2025-10-28T13:37:07Z,73.0,Sense
2025-10-28T13:37:12Z,72.0,Sense
2025-10-28T13:37:27Z,72.0,Sense
2025-10-28T13:37:37Z,70.0,Sense
2025-10-28T13:37:47Z,72.0,Sense
2025-10-28T13:37:52Z,73.0,Sense
2025-10-28T13:37:57Z,72.0,Sense
2025-10-28T13:38:07Z,70.0,Sense
2025-10-28T13:38:12Z,68.0,Sense
2025-10-28T13:38:17Z,69.0,Sense
2025-10-28T13:38:22Z,70.0,Sense
2025-10-28T13:38:27Z,71.0,Sense
2025-10-28T13:38:32Z,72.0,Sense
2025-10-28T13:38:37Z,73.0,Sense
2025-10-28T13:38:47Z,75.0,Sense
2025-10-28T13:39:02Z,74.0,Sense
2025-10-28T13:39:07Z,73.0,Sense
2025-10-28T13:39:12Z,77.0,Sense
2025-10-28T13:39:17Z,75.0,Sense
2025-10-28T13:39:22Z,73.0,Sense
2025-10-28T13:39:27Z,72.0,Sense
2025-10-28T13:39:37Z,71.0,Sense
2025-10-28T13:39:42Z,72.0,Sense
2025-10-28T13:39:47Z,75.0,Sense
2025-10-28T13:39:52Z,73.0,Sense
2025-10-28T13:39:57Z,71.0,Sense
2025-10-28T13:40:02Z,70.0,Sense
2025-10-28T13:40:12Z,72.0,Sense
2025-10-28T13:40:17Z,71.0,Sense
2025-10-28T13:40:22Z,68.0,Sense
2025-10-28T13:40:27Z,67.0,Sense
2025-10-28T13:40:32Z,68.0,Sense
2025-10-28T13:40:37Z,70.0,Sense
2025-10-28T13:40:47Z,67.0,Sense
2025-10-28T13:40:52Z,65.0,Sense
2025-10-28T13:40:57Z,68.0,Sense
2025-10-28T13:41:02Z,69.0,Sense
2025-10-28T13:41:07Z,70.0,Sense
2025-10-28T13:41:12Z,68.0,Sense
2025-10-28T13:41:17Z,65.0,Sense
2025-10-28T13:41:22Z,67.0,Sense
2025-10-28T13:41:27Z,65.0,Sense
2025-10-28T13:41:32Z,63.0,Sense
2025-10-28T13:41:37Z,61.0,Sense
2025-10-28T13:41:42Z,62.0,Sense
2025-10-28T13:41:47Z,63.0,Sense
2025-10-28T13:41:57Z,64.0,Sense
2025-10-28T13:42:07Z,68.0,Sense
2025-10-28T13:42:12Z,66.0,Sense
2025-10-28T13:42:17Z,64.0,Sense
2025-10-28T13:42:22Z,61.0,Sense
2025-10-28T13:42:27Z,62.0,Sense
2025-10-28T13:42:32Z,64.0,Sense
2025-10-28T13:42:37Z,65.0,Sense
2025-10-28T13:42:42Z,63.0,Sense
2025-10-28T13:42:47Z,61.0,Sense
2025-10-28T13:42:52Z,60.0,Sense
2025-10-28T13:42:57Z,59.0,Sense
2025-10-28T13:43:02Z,61.0,Sense
2025-10-28T13:43:07Z,61.0,Sense
2025-10-28T13:43:17Z,63.0,Sense
2025-10-28T13:43:22Z,64.0,Sense
