timestamp,heart rate zone type,data source
2025-10-28T13:35:00Z,LIGHT,Fitbit App
2025-10-28T13:36:00Z,LIGHT,Fitbit App
2025-10-28T13:37:00Z,LIGHT,Fitbit App
2025-10-28T13:38:00Z,LIGHT,Fitbit App
2025-10-28T13:39:00Z,LIGHT,Fitbit App
2025-10-28T13:40:00Z,LIGHT,Fitbit App
2025-10-28T13:41:00Z,LIGHT,Fitbit App
2025-10-28T13:42:00Z,LIGHT,Fitbit App
2025-10-28T13:43:00Z,LIGHT,Fitbit App
2025-10-28T13:44:00Z,LIGHT,Fitbit App
2025-10-28T13:45:00Z,LIGHT,Fitbit App
2025-10-28T13:46:00Z,LIGHT,Fitbit App
2025-10-28T13:47:00Z,LIGHT,Fitbit App
2025-10-28T13:48:00Z,LIGHT,Fitbit App
2025-10-28T13:49:00Z,LIGHT,Fitbit App
2025-10-28T13:50:00Z,LIGHT,Fitbit App
2025-10-28T13:51:00Z,LIGHT,Fitbit App
2025-10-28T13:52:00Z,LIGHT,Fitbit App
2025-10-28T13:53:00Z,LIGHT,Fitbit App
2025-10-28T13:54:00Z,LIGHT,Fitbit App
2025-10-28T13:55:00Z,LIGHT,Fitbit App
2025-10-28T13:56:00Z,LIGHT,Fitbit App
2025-10-28T13:57:00Z,LIGHT,Fitbit App
2025-10-28T13:58:00Z,LIGHT,Fitbit App
2025-10-28T13:59:00Z,LIGHT,Fitbit App
2025-10-28T14:00:00Z,LIGHT,Fitbit App
2025-10-28T14:01:00Z,LIGHT,Fitbit App
2025-10-28T14:02:00Z,LIGHT,Fitbit App
2025-10-28T14:03:00Z,LIGHT,Fitbit App
2025-10-28T14:04:00Z,LIGHT,Fitbit App
2025-10-28T14:05:00Z,LIGHT,Fitbit App
2025-10-28T14:06:00Z,LIGHT,Fitbit App
2025-10-28T14:07:00Z,LIGHT,Fitbit App
2025-10-28T14:08:00Z,LIGHT,Fitbit App
2025-10-28T14:09:00Z,LIGHT,Fitbit App
2025-10-28T14:10:00Z,LIGHT,Fitbit App
2025-10-28T14:11:00Z,LIGHT,Fitbit App
2025-10-28T14:12:00Z,LIGHT,Fitbit App
2025-10-28T14:13:00Z,LIGHT,Fitbit App
2025-10-28T15:10:00Z,LIGHT,Fitbit App
2025-10-28T15:11:00Z,LIGHT,Fitbit App
2025-10-28T15:12:00Z,LIGHT,Fitbit App
2025-10-28T15:13:00Z,LIGHT,Fitbit App
2025-10-28T15:14:00Z,LIGHT,Fitbit App
2025-10-28T15:15:00Z,LIGHT,Fitbit App
2025-10-28T15:16:00Z,LIGHT,Fitbit App
2025-10-28T15:17:00Z,LIGHT,Fitbit App
2025-10-28T15:18:00Z,LIGHT,Fitbit App
2025-10-28T15:19:00Z,LIGHT,Fitbit App
2025-10-28T15:20:00Z,LIGHT,Fitbit App
2025-10-28T15:21:00Z,LIGHT,Fitbit App
2025-10-28T15:22:00Z,LIGHT,Fitbit App
2025-10-28T15:23:00Z,LIGHT,Fitbit App
2025-10-28T15:24:00Z,LIGHT,Fitbit App
2025-10-28T15:25:00Z,LIGHT,Fitbit App
2025-10-28T15:26:00Z,LIGHT,Fitbit App
2025-10-28T15:27:00Z,LIGHT,Fitbit App
2025-10-28T15:28:00Z,LIGHT,Fitbit App
2025-10-28T15:29:00Z,LIGHT,Fitbit App
2025-10-28T15:30:00Z,LIGHT,Fitbit App
2025-10-28T15:31:00Z,LIGHT,Fitbit App
2025-10-28T15:32:00Z,LIGHT,Fitbit App
2025-10-28T15:33:00Z,LIGHT,Fitbit App
2025-10-28T15:34:00Z,LIGHT,Fitbit App
2025-10-28T15:35:00Z,LIGHT,Fitbit App
2025-10-28T15:36:00Z,LIGHT,Fitbit App
2025-10-28T15:37:00Z,LIGHT,Fitbit App
2025-10-28T15:38:00Z,LIGHT,Fitbit App
2025-10-28T15:39:00Z,LIGHT,Fitbit App
2025-10-28T15:40:00Z,LIGHT,Fitbit App
2025-10-28T15:41:00Z,LIGHT,Fitbit App
2025-10-28T15:42:00Z,LIGHT,Fitbit App
2025-10-28T15:43:00Z,LIGHT,Fitbit App
2025-10-28T15:44:00Z,LIGHT,Fitbit App
2025-10-28T15:45:00Z,LIGHT,Fitbit App
2025-10-28T15:46:00Z,LIGHT,Fitbit App
2025-10-28T15:47:00Z,LIGHT,Fitbit App
2025-10-28T15:48:00Z,LIGHT,Fitbit App
2025-10-28T15:49:00Z,LIGHT,Fitbit App
2025-10-28T15:50:00Z,LIGHT,Fitbit App
2025-10-28T15:51:00Z,LIGHT,Fitbit App
2025-10-28T15:52:00Z,LIGHT,Fitbit App
