timestamp,level,data source
2025-11-06T08:13:00Z,SEDENTARY,Fitbit App
2025-11-06T08:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T08:17:00Z,SEDENTARY,Fitbit App
2025-11-06T08:18:00Z,SEDENTARY,Fitbit App
2025-11-06T08:19:00Z,SEDENTARY,Fitbit App
2025-11-06T08:20:00Z,SEDENTARY,Fitbit App
2025-11-06T08:21:00Z,SEDENTARY,Fitbit App
2025-11-06T08:22:00Z,SEDENTARY,Fitbit App
2025-11-06T08:23:00Z,SEDENTARY,Fitbit App
2025-11-06T08:24:00Z,SEDENTARY,Fitbit App
2025-11-06T08:25:00Z,SEDENTARY,Fitbit App
2025-11-06T08:29:00Z,SEDENTARY,Fitbit App
2025-11-06T08:30:00Z,SEDENTARY,Fitbit App
2025-11-06T08:31:00Z,SEDENTARY,Fitbit App
2025-11-06T08:33:00Z,SEDENTARY,Fitbit App
2025-11-06T08:34:00Z,SEDENTARY,Fitbit App
2025-11-06T08:36:00Z,SEDENTARY,Fitbit App
2025-11-06T08:40:00Z,SEDENTARY,Fitbit App
2025-11-06T08:45:00Z,SEDENTARY,Fitbit App
2025-11-06T08:46:00Z,SEDENTARY,Fitbit App
2025-11-06T08:48:00Z,SEDENTARY,Fitbit App
2025-11-06T08:49:00Z,SEDENTARY,Fitbit App
2025-11-06T08:50:00Z,SEDENTARY,Fitbit App
2025-11-06T08:51:00Z,SEDENTARY,Fitbit App
2025-11-06T08:52:00Z,SEDENTARY,Fitbit App
2025-11-06T08:53:00Z,SEDENTARY,Fitbit App
2025-11-06T08:54:00Z,SEDENTARY,Fitbit App
2025-11-06T08:56:00Z,SEDENTARY,Fitbit App
2025-11-06T08:57:00Z,SEDENTARY,Fitbit App
2025-11-06T08:58:00Z,SEDENTARY,Fitbit App
2025-11-06T08:59:00Z,SEDENTARY,Fitbit App
2025-11-06T09:03:00Z,SEDENTARY,Fitbit App
2025-11-06T09:05:00Z,SEDENTARY,Fitbit App
2025-11-06T09:07:00Z,SEDENTARY,Fitbit App
2025-11-06T09:08:00Z,SEDENTARY,Fitbit App
2025-11-06T09:10:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:12:00Z,MODERATELY_ACTIVE,Fitbit App
2025-11-06T09:13:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:14:00Z,MODERATELY_ACTIVE,Fitbit App
2025-11-06T09:15:00Z,MODERATELY_ACTIVE,Fitbit App
2025-11-06T09:16:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:17:00Z,SEDENTARY,Fitbit App
2025-11-06T09:18:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:21:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:22:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:23:00Z,SEDENTARY,Fitbit App
2025-11-06T09:24:00Z,SEDENTARY,Fitbit App
2025-11-06T09:25:00Z,SEDENTARY,Fitbit App
2025-11-06T09:26:00Z,SEDENTARY,Fitbit App
2025-11-06T09:27:00Z,SEDENTARY,Fitbit App
2025-11-06T09:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-11-06T09:29:00Z,SEDENTARY,Fitbit App
2025-11-06T09:30:00Z,SEDENTARY,Fitbit App
2025-11-06T09:31:00Z,SEDENTARY,Fitbit App
2025-11-06T09:32:00Z,SEDENTARY,Fitbit App
2025-11-06T09:33:00Z,SEDENTARY,Fitbit App
2025-11-06T09:34:00Z,SEDENTARY,Fitbit App
2025-11-06T09:35:00Z,SEDENTARY,Fitbit App
2025-11-06T09:36:00Z,SEDENTARY,Fitbit App
2025-11-06T09:37:00Z,SEDENTARY,Fitbit App
2025-11-06T09:38:00Z,SEDENTARY,Fitbit App
2025-11-06T09:39:00Z,SEDENTARY,Fitbit App
2025-11-06T09:40:00Z,SEDENTARY,Fitbit App
2025-11-06T09:41:00Z,SEDENTARY,Fitbit App
2025-11-06T09:42:00Z,SEDENTARY,Fitbit App
2025-11-06T09:43:00Z,SEDENTARY,Fitbit App
2025-11-06T09:44:00Z,SEDENTARY,Fitbit App
2025-11-06T09:45:00Z,SEDENTARY,Fitbit App
2025-11-06T09:46:00Z,SEDENTARY,Fitbit App
2025-11-06T09:47:00Z,SEDENTARY,Fitbit App
2025-11-06T09:48:00Z,SEDENTARY,Fitbit App
2025-11-06T09:49:00Z,SEDENTARY,Fitbit App
2025-11-06T09:50:00Z,SEDENTARY,Fitbit App
2025-11-06T09:51:00Z,SEDENTARY,Fitbit App
2025-11-06T09:52:00Z,SEDENTARY,Fitbit App
2025-11-06T09:53:00Z,SEDENTARY,Fitbit App
2025-11-06T09:54:00Z,SEDENTARY,Fitbit App
2025-11-06T09:55:00Z,SEDENTARY,Fitbit App
2025-11-06T09:56:00Z,SEDENTARY,Fitbit App
