clip_id,avg_inferred_valence
AboutTime_000,2.8
AboutTime_001,4.4
AboutTime_002,3.4
AboutTime_003,3.8333333333333335
AboutTime_004,2.8333333333333335
AboutTime_005,3.6666666666666665
AboutTime_006,3.1666666666666665
AboutTime_007,4.0
AboutTime_008,3.2
AboutTime_009,3.3333333333333335
AboutTime_010,3.2
AboutTime_011,2.8333333333333335
AboutTime_012,4.0
AboutTime_013,3.6666666666666665
AboutTime_014,2.75
AboutTime_015,2.4
AboutTime_016,3.0
AboutTime_017,2.8
AboutTime_018,3.3333333333333335
AboutTime_019,2.6
AboutTime_020,3.0
AboutTime_021,2.6
AboutTime_022,2.6
AboutTime_024,2.8333333333333335
AboutTime_031,3.2
AboutTime_032,3.5
AboutTime_035,3.3333333333333335
AboutTime_038,3.8
AboutTime_042,3.5
AboutTime_046,2.6
AboutTime_048,3.1666666666666665
AboutTime_052,3.3333333333333335
AboutTime_056,3.4
AboutTime_066,2.8333333333333335
AboutTime_068,3.4
AboutTime_069,2.4
AboutTime_071,3.0
AboutTime_073,3.8
AboutTime_075,2.5
AboutTime_077,3.1666666666666665
AboutTime_085,3.4
AboutTime_086,3.6
AboutTime_091,3.0
AboutTime_095,2.6
AboutTime_117,3.0
AboutTime_120,3.1666666666666665
AboutTime_130,3.2
AboutTime_131,3.8333333333333335
AboutTime_132,3.4
AboutTime_133,3.0
AboutTime_134,3.6
AboutTime_135,2.6
AboutTime_136,3.0
Gifted_041,3.6
Gifted_045,3.1666666666666665
Gifted_049,3.4
LadyBird_001,3.5
LadyBird_003,3.6666666666666665
LadyBird_005,4.0
LadyBird_011,3.0
LadyBird_013,3.4
LadyBird_017,2.5
LadyBird_019,3.6666666666666665
LadyBird_024,3.8
LadyBird_030,3.0
LadyBird_031,2.6
LadyBird_045,3.3333333333333335
LadyBird_048,3.2
LadyBird_054,3.2
LadyBird_055,3.3333333333333335
LadyBird_056,3.6
LadyBird_057,2.2
LadyBird_066,3.0
LadyBird_068,3.1666666666666665
LadyBird_069,3.8
LadyBird_077,3.8
LadyBird_080,3.2
LadyBird_081,3.3333333333333335
LadyBird_088,2.8333333333333335
LadyBird_092,3.6666666666666665
LadyBird_093,3.5
LadyBird_099,3.4
LadyBird_104,3.6
LadyBird_109,3.6666666666666665
LadyBird_110,3.5
TheBlindSide_000,3.6
TheBlindSide_001,3.1666666666666665
TheBlindSide_002,3.5
TheBlindSide_003,3.4
TheBlindSide_004,3.4
TheBlindSide_005,3.3333333333333335
TheBlindSide_006,3.5
TheBlindSide_007,3.6666666666666665
TheBlindSide_008,3.1666666666666665
TheBlindSide_009,3.2
TheBlindSide_010,3.3333333333333335
TheBlindSide_011,3.6666666666666665
TheBlindSide_012,2.8333333333333335
TheBlindSide_013,3.4
TheBlindSide_014,2.8
TheBlindSide_015,3.6666666666666665
TheBlindSide_016,3.3333333333333335
TheBlindSide_017,3.8333333333333335
TheBlindSide_018,3.5
TheBlindSide_019,3.4
TheBlindSide_020,3.4
TheBlindSide_021,3.0
TheBlindSide_022,3.3333333333333335
TheBlindSide_024,3.4
TheBlindSide_025,3.1666666666666665
TheBlindSide_027,4.0
TheBlindSide_028,3.4
TheBlindSide_029,2.6
TheBlindSide_031,3.1666666666666665
TheBlindSide_032,2.8333333333333335
TheBlindSide_033,3.1666666666666665
TheBlindSide_034,3.0
TheBlindSide_035,3.5
TheBlindSide_036,3.8
TheBlindSide_037,3.5
TheBlindSide_038,3.0
TheBlindSide_039,3.0
TheBlindSide_040,3.0
TheBlindSide_041,2.8
TheBlindSide_042,3.5
TheBlindSide_043,2.6
TheBlindSide_044,3.0
TheBlindSide_045,3.0
TheBlindSide_046,3.8
TheBlindSide_049,3.4
TheBlindSide_050,4.0
TheBlindSide_052,3.5
TheBlindSide_053,3.8333333333333335
TheBlindSide_054,3.8333333333333335
TheBlindSide_055,3.3333333333333335
TheBlindSide_056,3.6
TheBlindSide_057,3.3333333333333335
TheBlindSide_058,3.5
TheBlindSide_059,3.4
TheBlindSide_060,2.0
TheBlindSide_061,3.3333333333333335
TheBlindSide_062,4.0
TheBlindSide_063,3.0
TheBlindSide_064,3.6
TheBlindSide_065,3.5
TheBlindSide_066,4.0
TheBlindSide_067,3.0
TheBlindSide_068,3.1666666666666665
TheBlindSide_069,3.6666666666666665
TheBlindSide_071,3.8
TheBlindSide_072,3.5
TheBlindSide_073,3.6
TheBlindSide_075,3.6666666666666665
TheBlindSide_076,3.0
TheBlindSide_077,3.4
TheBlindSide_078,3.8333333333333335
TheBlindSide_079,3.5
TheBlindSide_080,3.5
TheBlindSide_081,4.0
TheBlindSide_082,4.0
TheBlindSide_083,3.0
TheBlindSide_084,3.5
TheBlindSide_085,3.4
TheBlindSide_086,4.0
TheBlindSide_087,4.0
TheBlindSide_088,3.6666666666666665
TheBlindSide_089,4.0
TheBlindSide_091,3.5
TheBlindSide_092,3.5
TheBlindSide_093,3.6
TheFaultInOurStars_000,3.6
TheFaultInOurStars_001,2.6666666666666665
TheFaultInOurStars_002,3.6
TheFaultInOurStars_003,2.8333333333333335
TheFaultInOurStars_004,3.6666666666666665
TheFaultInOurStars_005,3.2
TheFaultInOurStars_006,3.5
TheFaultInOurStars_007,3.1666666666666665
TheFaultInOurStars_008,3.1666666666666665
TheFaultInOurStars_009,3.4
TheFaultInOurStars_010,3.1666666666666665
TheFaultInOurStars_011,3.1666666666666665
TheFaultInOurStars_012,3.3333333333333335
TheFaultInOurStars_013,2.6
TheFaultInOurStars_014,2.3333333333333335
TheFaultInOurStars_015,3.6
TheFaultInOurStars_016,3.0
TheFaultInOurStars_017,2.6666666666666665
TheFaultInOurStars_018,3.0
TheFaultInOurStars_019,3.1666666666666665
TheFaultInOurStars_020,3.3333333333333335
TheFaultInOurStars_021,3.0
TheFaultInOurStars_022,3.4
TheFaultInOurStars_023,2.8
TheFaultInOurStars_024,3.3333333333333335
TheFaultInOurStars_025,2.4
TheFaultInOurStars_026,3.1666666666666665
TheFaultInOurStars_027,3.6
TheFaultInOurStars_028,3.6
TheFaultInOurStars_029,4.0
TheFaultInOurStars_030,3.3333333333333335
TheFaultInOurStars_031,3.0
TheFaultInOurStars_032,3.6666666666666665
TheFaultInOurStars_033,3.8
TheFaultInOurStars_034,3.6
TheFaultInOurStars_035,3.6
TheFaultInOurStars_036,3.6666666666666665
TheFaultInOurStars_037,3.3333333333333335
TheFaultInOurStars_038,3.75
TheFaultInOurStars_039,2.8
TheFaultInOurStars_040,2.6
TheFaultInOurStars_041,2.8333333333333335
TheFaultInOurStars_042,3.4
TheFaultInOurStars_043,2.6
TheFaultInOurStars_044,3.2
TheFaultInOurStars_045,3.1666666666666665
TheFaultInOurStars_046,2.5
TheFaultInOurStars_048,3.5
TheFaultInOurStars_049,3.6666666666666665
TheFaultInOurStars_050,3.4
TheFaultInOurStars_051,3.3333333333333335
TheFaultInOurStars_052,4.0
TheFaultInOurStars_053,3.2
TheFaultInOurStars_054,2.6666666666666665
TheFaultInOurStars_055,3.4
TheFaultInOurStars_056,3.1666666666666665
TheFaultInOurStars_057,2.8
TheFaultInOurStars_058,2.6
TheFaultInOurStars_059,3.2
TheFaultInOurStars_060,2.8333333333333335
TheFaultInOurStars_061,3.4
TheFaultInOurStars_062,3.5
TheFaultInOurStars_063,2.4
TheFaultInOurStars_064,3.8
TheFaultInOurStars_065,2.8
TheFaultInOurStars_066,3.0
TheFaultInOurStars_067,2.5
TheFaultInOurStars_068,2.6666666666666665
TheFaultInOurStars_069,3.2
TheFaultInOurStars_070,3.0
TheFaultInOurStars_071,2.75
TheFaultInOurStars_072,2.6
TheFaultInOurStars_073,2.8
TheFaultInOurStars_074,2.8
TheFaultInOurStars_075,2.8333333333333335
TheFaultInOurStars_076,3.1666666666666665
TheFaultInOurStars_077,3.0
TheSpectacularNow_023,3.6
TheSpectacularNow_068,2.8333333333333335
TheTheoryOfEverything_001,3.5
TheTheoryOfEverything_003,3.1666666666666665
TheTheoryOfEverything_005,3.8333333333333335
TheTheoryOfEverything_009,3.5
TheTheoryOfEverything_012,3.0
TheTheoryOfEverything_016,3.6
TheTheoryOfEverything_018,2.8
TheTheoryOfEverything_021,3.4
TheTheoryOfEverything_022,3.8
TheTheoryOfEverything_026,4.0
TheTheoryOfEverything_030,3.2
TheTheoryOfEverything_031,3.4
TheTheoryOfEverything_034,2.6666666666666665
TheTheoryOfEverything_037,3.4
TheTheoryOfEverything_038,3.5
TheTheoryOfEverything_039,3.3333333333333335
TheTheoryOfEverything_040,3.3333333333333335
TheTheoryOfEverything_041,3.3333333333333335
TheTheoryOfEverything_042,4.0
TheTheoryOfEverything_043,3.0
TheTheoryOfEverything_048,3.2
TheTheoryOfEverything_051,3.5
TheTheoryOfEverything_054,3.5
TheTheoryOfEverything_057,3.25
Wonder_120,3.2
