recorded_time,temperature
2025-08-12T00:00,0.8654450639547555
2025-08-12T00:01,0.8654450639547555
2025-08-12T00:02,0.8754450639547535
2025-08-12T00:03,0.8754450639547535
2025-08-12T00:04,0.8804450639547561
2025-08-12T00:05,0.8704450639547545
2025-08-12T00:06,0.8854450639547551
2025-08-12T00:07,0.8854450639547551
2025-08-12T00:08,0.8854450639547551
2025-08-12T00:09,0.9004450639547557
2025-08-12T00:10,0.8804450639547561
2025-08-12T00:11,0.9004450639547557
2025-08-12T00:12,0.8904450639547541
2025-08-12T00:13,0.8904450639547541
2025-08-12T00:14,0.9004450639547557
2025-08-12T00:15,0.8954450639547566
2025-08-12T00:16,0.8804450639547561
2025-08-12T00:17,0.8754450639547535
2025-08-12T00:18,0.8654450639547555
2025-08-12T00:19,0.8854450639547551
2025-08-12T00:20,0.8754450639547535
2025-08-12T00:21,0.855445063954754
2025-08-12T00:22,0.8804450639547561
2025-08-12T00:23,0.8854450639547551
2025-08-12T00:24,0.8804450639547561
2025-08-12T00:25,0.8754450639547535
2025-08-12T00:26,0.8754450639547535
2025-08-12T00:27,0.8704450639547545
2025-08-12T00:28,0.8604450639547565
2025-08-12T00:29,0.8754450639547535
2025-08-12T00:30,0.8704450639547545
2025-08-12T00:31,0.855445063954754
2025-08-12T00:32,0.8454450639547559
2025-08-12T00:33,0.8404450639547534
2025-08-12T00:34,0.8254450639547564
2025-08-12T00:35,0.7954450639547552
2025-08-12T00:36,0.7804450639547547
2025-08-12T00:37,0.7604450639547551
2025-08-12T00:38,0.7704450639547566
2025-08-12T00:39,0.7604450639547551
2025-08-12T00:40,0.7704450639547566
2025-08-12T00:41,0.7554450639547561
2025-08-12T00:42,0.7354450639547565
2025-08-12T00:43,0.7554450639547561
2025-08-12T00:44,0.7554450639547561
2025-08-12T00:45,0.7404450639547555
2025-08-12T00:46,0.730445063954754
2025-08-12T00:47,0.7454450639547545
2025-08-12T00:48,0.7204450639547559
2025-08-12T00:49,0.7254450639547549
2025-08-12T00:50,0.7404450639547555
2025-08-12T00:51,0.7504450639547535
2025-08-12T00:52,0.730445063954754
2025-08-12T00:53,0.7404450639547555
2025-08-12T00:54,0.7404450639547555
2025-08-12T00:55,0.730445063954754
2025-08-12T04:34,-0.049554936045243636
2025-08-12T04:35,-0.06955493604524321
2025-08-12T04:36,-0.0645549360452442
2025-08-12T04:37,-0.07455493604524577
2025-08-12T04:38,-0.07955493604524477
2025-08-12T04:39,-0.08455493604524378
2025-08-12T04:40,-0.0595549360452452
