recorded_time,temperature
2025-04-02T00:00,2.1481836734693864
2025-04-02T00:01,2.163183673469387
2025-04-02T00:02,2.1781836734693876
2025-04-02T00:03,2.193183673469388
2025-04-02T00:04,2.1781836734693876
2025-04-02T00:05,2.133183673469393
2025-04-02T00:06,2.103183673469392
2025-04-02T00:07,2.0931836734693867
2025-04-02T00:08,2.123183673469388
2025-04-02T00:09,2.123183673469388
2025-04-02T00:10,2.0781836734693933
2025-04-02T00:11,2.068183673469388
2025-04-02T00:12,2.18318367346939
2025-04-02T00:13,2.1381836734693884
2025-04-02T00:14,2.0931836734693867
2025-04-02T00:15,2.18318367346939
2025-04-02T00:16,2.1581836734693916
2025-04-02T00:17,2.1481836734693864
2025-04-02T00:18,2.008183673469393
2025-04-02T00:19,2.1281836734693904
2025-04-02T00:20,2.1381836734693884
2025-04-02T00:21,2.1081836734693873
2025-04-02T00:22,2.133183673469393
2025-04-02T00:23,2.1181836734693924
2025-04-02T00:24,2.0931836734693867
2025-04-02T00:25,2.1181836734693924
2025-04-02T00:26,2.1481836734693864
2025-04-02T00:27,2.0531836734693876
2025-04-02T00:28,2.028183673469389
2025-04-02T00:29,2.11318367346939
2025-04-02T00:30,2.0331836734693916
2025-04-02T00:31,2.0781836734693933
2025-04-02T00:32,1.903183673469389
2025-04-02T00:33,1.7731836734693864
2025-04-02T00:34,1.9431836734693881
2025-04-02T00:35,1.8681836734693924
2025-04-02T00:36,1.8481836734693893
2025-04-02T00:37,1.778183673469389
2025-04-02T00:38,1.7481836734693879
2025-04-02T00:39,1.7431836734693924
2025-04-02T00:40,1.6131836734693898
2025-04-02T00:41,1.5681836734693881
2025-04-02T00:42,1.5331836734693916
2025-04-02T00:43,1.4831836734693873
2025-04-02T00:44,1.4881836734693898
2025-04-02T00:45,1.7081836734693887
2025-04-02T00:46,1.8881836734693884
2025-04-02T00:47,1.9831836734693873
2025-04-02T00:48,1.1331836734693894
2025-04-02T00:49,0.7581836734693894
2025-04-02T00:50,0.46318367346939127
2025-04-02T00:51,0.28818367346939056
2025-04-02T00:52,0.14318367346939098
2025-04-02T00:53,0.023183673469389987
2025-04-02T00:54,-0.06681632653060987
2025-04-02T00:55,-0.15181632653061072
2025-04-02T00:56,-0.20181632653061143
2025-04-02T00:57,-0.2468163265306096
2025-04-02T00:58,-0.2768163265306107
2025-04-02T00:59,-0.31181632653061087
2025-04-02T01:00,-0.33681632653060944
2025-04-02T01:01,-0.3668163265306106
2025-04-02T01:02,-0.38681632653061016
2025-04-02T01:03,-0.39181632653060916
2025-04-02T01:04,-0.4168163265306113
2025-04-02T01:05,-0.4168163265306113
2025-04-02T01:06,-0.43181632653061186
2025-04-02T01:07,-0.44181632653060987
2025-04-02T01:08,-0.44181632653060987
2025-04-02T01:09,-0.43681632653061087
2025-04-02T01:10,-0.4468163265306089
2025-04-02T01:11,-0.45181632653061143
2025-04-02T01:12,-0.4268163265306093
2025-04-02T01:13,-0.4018163265306107
2025-04-02T01:14,-0.41181632653060873
2025-04-02T01:15,-0.41181632653060873
2025-04-02T01:16,-0.40681632653060973
2025-04-02T01:17,-0.4268163265306093
2025-04-02T01:18,-0.4168163265306113
2025-04-02T01:19,-0.4268163265306093
2025-04-02T01:20,-0.43181632653061186
2025-04-02T01:21,-0.4268163265306093
2025-04-02T01:22,-0.41181632653060873
2025-04-02T01:23,-0.40681632653060973
2025-04-02T01:24,-0.40681632653060973
2025-04-02T01:25,-0.41181632653060873
2025-04-02T01:26,-0.39181632653060916
2025-04-02T01:27,-0.39181632653060916
2025-04-02T01:28,-0.38681632653061016
2025-04-02T01:29,-0.39181632653060916
2025-04-02T01:30,-0.38181632653061115
2025-04-02T01:31,-0.41181632653060873
2025-04-02T01:32,-0.41181632653060873
2025-04-02T01:33,-0.40681632653060973
2025-04-02T01:34,-0.4018163265306107
2025-04-02T01:35,-0.4168163265306113
2025-04-02T01:36,-0.40681632653060973
