recorded_time,temperature
2025-08-08T00:00,-0.19121154393960893
2025-08-08T00:01,-0.1962115439396115
2025-08-08T00:02,-0.2012115439396105
2025-08-08T00:03,-0.2112115439396085
2025-08-08T00:04,-0.21621154393961106
2025-08-08T00:05,-0.1962115439396115
2025-08-08T00:06,-0.19121154393960893
2025-08-08T00:07,-0.17621154393960836
2025-08-08T00:08,-0.2012115439396105
2025-08-08T00:09,-0.18621154393960992
2025-08-08T00:10,-0.17121154393960936
2025-08-08T00:11,-0.17621154393960836
2025-08-08T00:12,-0.18121154393961092
2025-08-08T00:13,-0.18621154393960992
2025-08-08T00:14,-0.17621154393960836
2025-08-08T00:15,-0.18621154393960992
2025-08-08T00:16,-0.17621154393960836
2025-08-08T00:17,-0.1962115439396115
2025-08-08T00:18,-0.18621154393960992
2025-08-08T00:19,-0.19121154393960893
2025-08-08T00:20,-0.18121154393961092
2025-08-08T00:21,-0.1962115439396115
2025-08-08T00:22,-0.16621154393961035
2025-08-08T00:23,-0.19121154393960893
2025-08-08T00:24,-0.1962115439396115
2025-08-08T00:25,-0.19121154393960893
2025-08-08T00:26,-0.21621154393961106
2025-08-08T00:27,-0.22621154393960907
2025-08-08T00:28,-0.22621154393960907
2025-08-08T00:29,-0.26621154393961177
2025-08-08T00:30,-0.2812115439396088
2025-08-08T00:31,-0.29121154393961035
2025-08-08T00:32,-0.30121154393960836
2025-08-08T00:33,-0.28621154393961135
2025-08-08T00:34,-0.26621154393961177
2025-08-08T00:35,-0.2512115439396112
2025-08-08T00:36,-0.2562115439396102
2025-08-08T00:37,-0.23121154393961163
2025-08-08T00:38,-0.23121154393961163
2025-08-08T00:39,-0.23121154393961163
2025-08-08T00:40,-0.23121154393961163
2025-08-08T00:41,-0.23121154393961163
2025-08-08T00:42,-0.22621154393960907
2025-08-08T00:43,-0.2062115439396095
2025-08-08T00:44,-0.2062115439396095
2025-08-08T00:45,-0.2012115439396105
2025-08-08T00:46,-0.22121154393961007
2025-08-08T00:47,-0.21621154393961106
2025-08-08T00:48,-0.22621154393960907
2025-08-08T00:49,-0.1962115439396115
2025-08-08T00:50,-0.2012115439396105
2025-08-08T00:51,-0.1962115439396115
2025-08-08T00:52,-0.2012115439396105
2025-08-08T00:53,-0.2112115439396085
2025-08-08T00:54,-0.2062115439396095
2025-08-08T00:55,-0.2012115439396105
2025-08-08T00:56,-0.2062115439396095
2025-08-08T00:57,-0.21621154393961106
2025-08-08T00:58,-0.18121154393961092
2025-08-08T00:59,-0.19121154393960893
2025-08-08T01:00,-0.19121154393960893
2025-08-08T01:01,-0.18121154393961092
2025-08-08T01:02,-0.16621154393961035
2025-08-08T01:03,-0.17121154393960936
2025-08-08T01:04,-0.1562115439396088
2025-08-08T01:05,-0.16121154393961135
2025-08-08T01:06,-0.15121154393960978
2025-08-08T01:07,-0.14621154393961078
2025-08-08T01:08,-0.1562115439396088
2025-08-08T01:09,-0.14621154393961078
2025-08-08T01:10,-0.13621154393960921
2025-08-08T01:11,-0.13621154393960921
2025-08-08T01:12,-0.15121154393960978
2025-08-08T01:13,-0.15121154393960978
2025-08-08T01:14,-0.15121154393960978
2025-08-08T01:15,-0.15121154393960978
2025-08-08T01:16,-0.1562115439396088
2025-08-08T01:17,-0.14621154393961078
2025-08-08T01:18,-0.1562115439396088
2025-08-08T01:19,-0.1562115439396088
2025-08-08T01:20,-0.14621154393961078
2025-08-08T01:21,-0.1312115439396102
2025-08-08T01:22,-0.15121154393960978
2025-08-08T01:23,-0.1562115439396088
2025-08-08T01:24,-0.15121154393960978
2025-08-08T01:25,-0.1562115439396088
2025-08-08T01:26,-0.16121154393961135
2025-08-08T01:27,-0.14621154393961078
2025-08-08T01:28,-0.15121154393960978
2025-08-08T01:29,-0.14621154393961078
2025-08-08T01:30,-0.14121154393961177
2025-08-08T01:31,-0.13621154393960921
2025-08-08T01:32,-0.14621154393961078
2025-08-08T01:33,-0.15121154393960978
2025-08-08T01:34,-0.1562115439396088
2025-08-08T01:35,-0.15121154393960978
2025-08-08T01:36,-0.16121154393961135
2025-08-08T01:37,-0.16621154393961035
2025-08-08T01:38,-0.15121154393960978
2025-08-08T01:39,-0.1562115439396088
2025-08-08T01:40,-0.14121154393961177
2025-08-08T01:41,-0.14621154393961078
2025-08-08T01:42,-0.13621154393960921
2025-08-08T01:43,-0.1562115439396088
2025-08-08T01:44,-0.1562115439396088
2025-08-08T01:45,-0.14121154393961177
2025-08-08T01:46,-0.15121154393960978
2025-08-08T01:47,-0.16121154393961135
2025-08-08T01:48,-0.13621154393960921
2025-08-08T01:49,-0.14121154393961177
2025-08-08T01:50,-0.14621154393961078
2025-08-08T01:51,-0.14621154393961078
2025-08-08T01:52,-0.14621154393961078
2025-08-08T01:53,-0.17121154393960936
2025-08-08T01:54,-0.18121154393961092
2025-08-08T01:55,-0.18621154393960992
2025-08-08T01:56,-0.14121154393961177
2025-08-08T01:57,-0.15121154393960978
2025-08-08T01:58,-0.15121154393960978
2025-08-08T01:59,-0.14121154393961177
2025-08-08T02:00,-0.1312115439396102
2025-08-08T02:01,-0.14121154393961177
2025-08-08T02:02,-0.1312115439396102
2025-08-08T02:03,-0.1262115439396112
2025-08-08T02:04,-0.13621154393960921
2025-08-08T02:05,-0.14121154393961177
2025-08-08T02:06,-0.15121154393960978
2025-08-08T02:07,-0.16621154393961035
2025-08-08T02:08,-0.18621154393960992
2025-08-08T02:09,-0.19121154393960893
2025-08-08T02:10,-0.1962115439396115
2025-08-08T02:11,-0.18621154393960992
2025-08-08T02:12,-0.19121154393960893
2025-08-08T02:13,-0.2012115439396105
2025-08-08T02:14,-0.2112115439396085
2025-08-08T02:15,-0.21621154393961106
2025-08-08T02:16,-0.22621154393960907
2025-08-08T02:17,-0.24621154393960865
2025-08-08T02:18,-0.23621154393961064
2025-08-08T02:19,-0.2562115439396102
2025-08-08T02:20,-0.2512115439396112
2025-08-08T02:21,-0.2612115439396092
2025-08-08T02:22,-0.2512115439396112
2025-08-08T02:23,-0.2612115439396092
2025-08-08T02:24,-0.2562115439396102
2025-08-08T02:25,-0.2512115439396112
2025-08-08T02:26,-0.26621154393961177
2025-08-08T02:27,-0.2612115439396092
2025-08-08T02:28,-0.2812115439396088
2025-08-08T02:29,-0.29121154393961035
2025-08-08T02:30,-0.2762115439396098
2025-08-08T02:31,-0.26621154393961177
2025-08-08T02:32,-0.28621154393961135
2025-08-08T02:33,-0.2812115439396088
2025-08-08T02:34,-0.2812115439396088
2025-08-08T02:35,-0.30121154393960836
2025-08-08T02:36,-0.29121154393961035
2025-08-08T02:37,-0.28621154393961135
2025-08-08T02:38,-0.29121154393961035
2025-08-08T02:39,-0.28621154393961135
2025-08-08T02:40,-0.28621154393961135
2025-08-08T02:41,-0.29121154393961035
2025-08-08T02:42,-0.3112115439396099
2025-08-08T02:43,-0.3112115439396099
2025-08-08T02:44,-0.3312115439396095
2025-08-08T02:45,-0.35621154393961163
2025-08-08T02:46,-0.34621154393961007
2025-08-08T02:47,-0.34621154393961007
2025-08-08T02:48,-0.3262115439396105
2025-08-08T02:49,-0.34621154393961007
2025-08-08T02:50,-0.34121154393961106
2025-08-08T02:51,-0.3312115439396095
2025-08-08T02:52,-0.3312115439396095
2025-08-08T02:53,-0.3362115439396085
2025-08-08T02:54,-0.3112115439396099
2025-08-08T02:55,-0.3212115439396115
2025-08-08T02:56,-0.3212115439396115
2025-08-08T02:57,-0.30121154393960836
2025-08-08T02:58,-0.31621154393960893
2025-08-08T02:59,-0.3062115439396109
2025-08-08T03:00,-0.29621154393960936
2025-08-08T03:01,-0.29121154393961035
2025-08-08T03:02,-0.29121154393961035
2025-08-08T03:03,-0.29121154393961035
2025-08-08T03:04,-0.29621154393960936
2025-08-08T03:05,-0.3112115439396099
2025-08-08T03:06,-0.31621154393960893
2025-08-08T03:07,-0.3312115439396095
2025-08-08T03:08,-0.3312115439396095
2025-08-08T03:09,-0.3362115439396085
2025-08-08T03:10,-0.34621154393961007
2025-08-08T03:11,-0.3362115439396085
2025-08-08T03:12,-0.3262115439396105
2025-08-08T03:13,-0.34621154393961007
2025-08-08T03:14,-0.3212115439396115
2025-08-08T03:15,-0.3262115439396105
2025-08-08T03:16,-0.31621154393960893
2025-08-08T03:17,-0.3062115439396109
2025-08-08T03:18,-0.3112115439396099
2025-08-08T03:19,-0.3062115439396109
2025-08-08T03:20,-0.30121154393960836
2025-08-08T03:21,-0.3062115439396109
2025-08-08T03:22,-0.3062115439396109
2025-08-08T03:23,-0.30121154393960836
2025-08-08T03:24,-0.3362115439396085
2025-08-08T03:25,-0.34621154393961007
2025-08-08T03:26,-0.35621154393961163
2025-08-08T03:27,-0.35121154393960907
2025-08-08T03:28,-0.36121154393961064
2025-08-08T03:29,-0.36621154393960964
2025-08-08T03:30,-0.35121154393960907
2025-08-08T03:31,-0.35621154393961163
2025-08-08T03:32,-0.35121154393960907
2025-08-08T03:33,-0.36621154393960964
2025-08-08T03:34,-0.37121154393960865
2025-08-08T03:35,-0.3862115439396092
2025-08-08T03:36,-0.3812115439396102
2025-08-08T03:37,-0.3812115439396102
2025-08-08T03:38,-0.3762115439396112
2025-08-08T03:39,-0.37121154393960865
2025-08-08T03:40,-0.36621154393960964
2025-08-08T03:41,-0.37121154393960865
2025-08-08T03:42,-0.3762115439396112
2025-08-08T03:43,-0.3862115439396092
2025-08-08T03:44,-0.3862115439396092
2025-08-08T03:45,-0.3862115439396092
2025-08-08T03:46,-0.3962115439396108
2025-08-08T03:47,-0.3962115439396108
2025-08-08T03:48,-0.4012115439396098
2025-08-08T03:49,-0.41621154393961035
2025-08-08T03:50,-0.41121154393961135
2025-08-08T03:51,-0.4312115439396109
2025-08-08T03:52,-0.41621154393961035
2025-08-08T03:53,-0.41121154393961135
2025-08-08T03:54,-0.42121154393960936
2025-08-08T03:55,-0.42121154393960936
2025-08-08T03:56,-0.4012115439396098
2025-08-08T03:57,-0.3962115439396108
2025-08-08T03:58,-0.3812115439396102
2025-08-08T03:59,-0.39121154393961177
2025-08-08T04:00,-0.41121154393961135
2025-08-08T04:01,-0.3762115439396112
2025-08-08T04:02,-0.37121154393960865
2025-08-08T04:03,-0.3762115439396112
2025-08-08T04:04,-0.3762115439396112
2025-08-08T04:05,-0.3812115439396102
2025-08-08T04:06,-0.3812115439396102
2025-08-08T04:07,-0.37121154393960865
2025-08-08T04:08,-0.39121154393961177
2025-08-08T04:09,-0.3862115439396092
2025-08-08T04:10,-0.3812115439396102
2025-08-08T04:11,-0.3862115439396092
2025-08-08T04:12,-0.3862115439396092
2025-08-08T04:13,-0.3812115439396102
2025-08-08T04:14,-0.3762115439396112
