timestamp,pid,value,device_serial,device_number,entry_time
1548120098000.0000000000,1,0E-10,A01A3A,5,1548120098000
1548120098015.6201171875,1,0E-10,A01A3A,5,1548120098000
1548120098031.2500000000,1,0E-10,A01A3A,5,1548120098000
1548120098046.8798828125,1,0E-10,A01A3A,5,1548120098000
1548120098062.5000000000,1,0E-10,A01A3A,5,1548120098000
1548120098078.1201171875,1,0E-10,A01A3A,5,1548120098000
1548120098093.7500000000,1,0E-10,A01A3A,5,1548120098000
1548120098109.3798828125,1,0E-10,A01A3A,5,1548120098000
1548120098125.0000000000,1,0E-10,A01A3A,5,1548120098000
1548120098140.6201171875,1,0E-10,A01A3A,5,1548120098000
1548120098156.2500000000,1,0E-10,A01A3A,5,1548120098000
1548120098171.8798828125,1,0.0100000000,A01A3A,5,1548120098000
1548120098187.5000000000,1,0.0100000000,A01A3A,5,1548120098000
1548120098203.1201171875,1,0E-10,A01A3A,5,1548120098000
1548120098218.7500000000,1,-0.0300000000,A01A3A,5,1548120098000
1548120098234.3798828125,1,-0.0500000000,A01A3A,5,1548120098000
1548120098250.0000000000,1,-0.0500000000,A01A3A,5,1548120098000
1548120098265.6201171875,1,0E-10,A01A3A,5,1548120098000
1548120098281.2500000000,1,0.1300000000,A01A3A,5,1548120098000
1548120098296.8798828125,1,0.3600000000,A01A3A,5,1548120098000
1548120098312.5000000000,1,0.6600000000,A01A3A,5,1548120098000
1548120098328.1201171875,1,1.0100000000,A01A3A,5,1548120098000
1548120098343.7500000000,1,1.3700000000,A01A3A,5,1548120098000
1548120098359.3798828125,1,1.7200000000,A01A3A,5,1548120098000
1548120098375.0000000000,1,2.0600000000,A01A3A,5,1548120098000
1548120098390.6201171875,1,2.4000000000,A01A3A,5,1548120098000
1548120098406.2500000000,1,2.7900000000,A01A3A,5,1548120098000
1548120098421.8798828125,1,3.2400000000,A01A3A,5,1548120098000
1548120098437.5000000000,1,3.8000000000,A01A3A,5,1548120098000
1548120098453.1201171875,1,4.4200000000,A01A3A,5,1548120098000
1548120098468.7500000000,1,5.0600000000,A01A3A,5,1548120098000
1548120098484.3798828125,1,5.6600000000,A01A3A,5,1548120098000
1548120098500.0000000000,1,6.2000000000,A01A3A,5,1548120098000
1548120098515.6201171875,1,6.6800000000,A01A3A,5,1548120098000
1548120098531.2500000000,1,7.1500000000,A01A3A,5,1548120098000
1548120098546.8798828125,1,7.6800000000,A01A3A,5,1548120098000
1548120098562.5000000000,1,8.3100000000,A01A3A,5,1548120098000
1548120098578.1201171875,1,9.1400000000,A01A3A,5,1548120098000
